"Date","Week day","ON","1W","1M","2M","3M","6M","12M"
"04.02.2019","Mon","-0.46729","-0.44414","-0.42229","-0.36143","-0.33943","-0.29629","-0.16814"
"01.02.2019","Fri","-0.46471","-0.45157","-0.42014","-0.36200","-0.34186","-0.29629","-0.16771"
"31.01.2019","Thu","-0.46914","-0.45443","-0.42071","-0.37171","-0.34386","-0.29229","-0.16714"
"30.01.2019","Wed","-0.46814","-0.44357","-0.42229","-0.36914","-0.34286","-0.29229","-0.17000"
"29.01.2019","Tue","-0.46729","-0.44071","-0.41686","-0.36043","-0.33729","-0.29243","-0.17043"
"28.01.2019","Mon","-0.46643","-0.44057","-0.41757","-0.36186","-0.33543","-0.28771","-0.16800"
"25.01.2019","Fri","-0.46629","-0.44029","-0.42014","-0.36043","-0.33357","-0.29129","-0.17443"
"24.01.2019","Thu","-0.46629","-0.44200","-0.42000","-0.36214","-0.32600","-0.29000","-0.17300"
"23.01.2019","Wed","-0.46571","-0.44829","-0.41943","-0.36600","-0.32371","-0.29343","-0.17400"
"22.01.2019","Tue","-0.46657","-0.44171","-0.41986","-0.36771","-0.33271","-0.29357","-0.17314"
"21.01.2019","Mon","-0.46671","-0.44443","-0.41971","-0.36929","-0.33100","-0.29529","-0.17514"
"18.01.2019","Fri","-0.46614","-0.44300","-0.41814","-0.38043","-0.34014","-0.29600","-0.17586"
"17.01.2019","Thu","-0.46586","-0.44586","-0.41829","-0.37143","-0.33357","-0.29714","-0.17314"
"16.01.2019","Wed","-0.46729","-0.45329","-0.42171","-0.36586","-0.33343","-0.29829","-0.17557"
"15.01.2019","Tue","-0.46600","-0.44714","-0.42043","-0.37129","-0.33300","-0.29643","-0.17557"
"14.01.2019","Mon","-0.46486","-0.44371","-0.42100","-0.36971","-0.32871","-0.29600","-0.17643"
"11.01.2019","Fri","-0.46500","-0.44171","-0.41843","-0.36929","-0.32857","-0.29686","-0.17200"
"10.01.2019","Thu","-0.46443","-0.44543","-0.41886","-0.36929","-0.33086","-0.29657","-0.17271"
"09.01.2019","Wed","-0.46429","-0.44729","-0.42186","-0.36757","-0.33586","-0.29971","-0.17100"
"08.01.2019","Tue","-0.46500","-0.44314","-0.42171","-0.36914","-0.33457","-0.29714","-0.17729"
"07.01.2019","Mon","-0.46329","-0.44343","-0.41729","-0.37586","-0.34143","-0.30029","-0.17771"
"04.01.2019","Fri","-0.46429","-0.44029","-0.41943","-0.37743","-0.34457","-0.29857","-0.17700"
"03.01.2019","Thu","-0.46500","-0.43829","-0.41600","-0.37757","-0.34543","-0.30143","-0.17957"
"02.01.2019","Wed","-0.46386","-0.44414","-0.41200","-0.37243","-0.34557","-0.30386","-0.18214"
"31.12.2018","Mon","-0.46771","-0.43500","-0.40900","-0.38000","-0.35571","-0.30329","-0.18271"
"28.12.2018","Fri","-0.46157","-0.43414","-0.40814","-0.38029","-0.35829","-0.30829","-0.18314"
"27.12.2018","Thu","-0.46514","-0.43300","-0.40857","-0.38100","-0.35143","-0.30843","-0.18186"
"24.12.2018","Mon","-0.46586","-0.43314","-0.40771","-0.38329","-0.35529","-0.30871","-0.18400"
"21.12.2018","Fri","-0.46429","-0.43014","-0.40800","-0.37757","-0.34829","-0.30857","-0.18343"
"20.12.2018","Thu","-0.46386","-0.42943","-0.41414","-0.37943","-0.35114","-0.31500","-0.20200"
"19.12.2018","Wed","-0.45800","-0.42986","-0.41557","-0.37657","-0.34986","-0.31743","-0.21486"
"18.12.2018","Tue","-0.45714","-0.43329","-0.41843","-0.37571","-0.34971","-0.31514","-0.21386"
"17.12.2018","Mon","-0.46286","-0.43000","-0.40671","-0.37343","-0.35214","-0.32343","-0.21271"
"14.12.2018","Fri","-0.45857","-0.43043","-0.40971","-0.38000","-0.35571","-0.32486","-0.21229"
"13.12.2018","Thu","-0.45729","-0.43243","-0.41343","-0.37986","-0.35543","-0.32329","-0.21086"
"12.12.2018","Wed","-0.45757","-0.43286","-0.41371","-0.38414","-0.35586","-0.32429","-0.21229"
"11.12.2018","Tue","-0.45757","-0.43929","-0.41071","-0.38514","-0.35729","-0.32529","-0.21229"
"10.12.2018","Mon","-0.45757","-0.43871","-0.41071","-0.38429","-0.35729","-0.32671","-0.21443"
"07.12.2018","Fri","-0.45757","-0.43871","-0.41286","-0.37443","-0.35443","-0.32686","-0.21514"
"06.12.2018","Thu","-0.46186","-0.43800","-0.41271","-0.38657","-0.35314","-0.32600","-0.21443"
"05.12.2018","Wed","-0.46600","-0.43657","-0.41157","-0.38571","-0.34871","-0.32671","-0.21586"
"04.12.2018","Tue","-0.46314","-0.44200","-0.41171","-0.38157","-0.34286","-0.32814","-0.21800"
"03.12.2018","Mon","-0.46186","-0.44057","-0.41457","-0.37957","-0.35486","-0.32786","-0.21743"
"30.11.2018","Fri","-0.46129","-0.43757","-0.41314","-0.36800","-0.35900","-0.32900","-0.21829"
"29.11.2018","Thu","-0.46557","-0.44043","-0.41686","-0.37200","-0.35857","-0.32771","-0.21800"
"28.11.2018","Wed","-0.46586","-0.43971","-0.41371","-0.37929","-0.36300","-0.32586","-0.21886"
"27.11.2018","Tue","-0.46571","-0.43929","-0.41329","-0.37457","-0.36229","-0.32714","-0.21943"
"26.11.2018","Mon","-0.46571","-0.44043","-0.41314","-0.37557","-0.35786","-0.32857","-0.21957"
"23.11.2018","Fri","-0.46829","-0.44071","-0.41157","-0.37486","-0.36686","-0.32886","-0.21871"
"22.11.2018","Thu","-0.46786","-0.43886","-0.41214","-0.37571","-0.36714","-0.32914","-0.21871"
"21.11.2018","Wed","-0.46729","-0.44257","-0.41814","-0.37614","-0.35771","-0.32871","-0.22014"
"20.11.2018","Tue","-0.46743","-0.44257","-0.41743","-0.36943","-0.35943","-0.32900","-0.22043"
"19.11.2018","Mon","-0.46671","-0.44743","-0.41757","-0.37129","-0.36029","-0.33329","-0.21786"
"16.11.2018","Fri","-0.46729","-0.44643","-0.41686","-0.38243","-0.36871","-0.33357","-0.21943"
"15.11.2018","Thu","-0.46714","-0.44657","-0.41114","-0.38386","-0.36943","-0.33286","-0.22043"
"14.11.2018","Wed","-0.46629","-0.44457","-0.40914","-0.38743","-0.36714","-0.32886","-0.21886"
"13.11.2018","Tue","-0.45929","-0.44429","-0.40957","-0.38429","-0.35871","-0.32886","-0.21900"
"12.11.2018","Mon","-0.45914","-0.44671","-0.41086","-0.38186","-0.35814","-0.33086","-0.22229"
"09.11.2018","Fri","-0.45871","-0.44614","-0.41029","-0.38371","-0.35829","-0.32971","-0.22157"
"08.11.2018","Thu","-0.45857","-0.44600","-0.40886","-0.37286","-0.35629","-0.32500","-0.22257"
"07.11.2018","Wed","-0.45943","-0.44614","-0.40886","-0.38086","-0.35886","-0.32614","-0.22443"
"06.11.2018","Tue","-0.45957","-0.44686","-0.40829","-0.37471","-0.35257","-0.32643","-0.22514"
"05.11.2018","Mon","-0.45857","-0.44600","-0.40814","-0.37229","-0.35157","-0.32571","-0.22700"
"02.11.2018","Fri","-0.45271","-0.43900","-0.40300","-0.37343","-0.35457","-0.32557","-0.20971"
"01.11.2018","Thu","-0.44914","-0.43900","-0.40757","-0.37229","-0.35186","-0.32714","-0.21071"
"31.10.2018","Wed","-0.45614","-0.43957","-0.40471","-0.37214","-0.35586","-0.32571","-0.20843"
"30.10.2018","Tue","-0.45514","-0.43914","-0.40529","-0.37300","-0.35614","-0.32457","-0.20843"
"29.10.2018","Mon","-0.45457","-0.43829","-0.40743","-0.36714","-0.35714","-0.32514","-0.20743"
"26.10.2018","Fri","-0.45529","-0.43714","-0.40543","-0.36671","-0.35486","-0.32657","-0.20914"
"25.10.2018","Thu","-0.45500","-0.43700","-0.40586","-0.36614","-0.34900","-0.32300","-0.20871"
"24.10.2018","Wed","-0.45557","-0.43800","-0.40643","-0.36743","-0.34771","-0.32257","-0.20871"
"23.10.2018","Tue","-0.45500","-0.43814","-0.40957","-0.37257","-0.35271","-0.32443","-0.20543"
"22.10.2018","Mon","-0.45500","-0.43543","-0.41143","-0.37957","-0.35314","-0.32486","-0.20829"
"19.10.2018","Fri","-0.45486","-0.43700","-0.40857","-0.37814","-0.35486","-0.32500","-0.20986"
"18.10.2018","Thu","-0.45529","-0.43714","-0.39986","-0.37800","-0.35200","-0.32643","-0.21057"
"17.10.2018","Wed","-0.45557","-0.43814","-0.39971","-0.37229","-0.35086","-0.32514","-0.21414"
"16.10.2018","Tue","-0.45586","-0.43729","-0.40000","-0.37186","-0.34829","-0.32414","-0.21543"
"15.10.2018","Mon","-0.45529","-0.43400","-0.40343","-0.37086","-0.34886","-0.32286","-0.21271"
"12.10.2018","Fri","-0.45457","-0.43429","-0.41129","-0.37286","-0.34757","-0.32200","-0.21329"
"11.10.2018","Thu","-0.45486","-0.43414","-0.40757","-0.37014","-0.34871","-0.31814","-0.21057"
"10.10.2018","Wed","-0.45486","-0.42929","-0.40714","-0.37829","-0.36029","-0.31200","-0.21643"
"09.10.2018","Tue","-0.45443","-0.43171","-0.40943","-0.37057","-0.35229","-0.31186","-0.21386"
"08.10.2018","Mon","-0.45329","-0.43386","-0.41343","-0.37143","-0.35029","-0.31300","-0.21457"
"05.10.2018","Fri","-0.45400","-0.43529","-0.41600","-0.37071","-0.35829","-0.31343","-0.21771"
"04.10.2018","Thu","-0.45443","-0.43386","-0.41271","-0.37043","-0.35214","-0.31243","-0.21714"
"03.10.2018","Wed","-0.45471","-0.43100","-0.41671","-0.37271","-0.35186","-0.31300","-0.22014"
"02.10.2018","Tue","-0.44786","-0.42743","-0.40414","-0.37486","-0.35743","-0.30971","-0.21357"
"01.10.2018","Mon","-0.44614","-0.42886","-0.40314","-0.37443","-0.35543","-0.31243","-0.21343"
"28.09.2018","Fri","-0.44814","-0.42757","-0.40243","-0.37443","-0.35300","-0.31400","-0.21329"
"27.09.2018","Thu","-0.44843","-0.42757","-0.40314","-0.37471","-0.35900","-0.31529","-0.21357"
"26.09.2018","Wed","-0.44843","-0.42557","-0.39971","-0.37500","-0.35614","-0.31329","-0.21557"
"25.09.2018","Tue","-0.44829","-0.42843","-0.40314","-0.37429","-0.35200","-0.31400","-0.21629"
"24.09.2018","Mon","-0.44914","-0.43057","-0.40471","-0.37414","-0.35186","-0.31471","-0.21771"
"21.09.2018","Fri","-0.44843","-0.42857","-0.40414","-0.37414","-0.35257","-0.31629","-0.21829"
"20.09.2018","Thu","-0.44757","-0.42857","-0.40629","-0.37043","-0.35186","-0.31586","-0.21871"
"19.09.2018","Wed","-0.44786","-0.42700","-0.40686","-0.37029","-0.35243","-0.31529","-0.21814"
"18.09.2018","Tue","-0.44771","-0.42543","-0.40671","-0.37043","-0.35214","-0.31257","-0.21886"
"17.09.2018","Mon","-0.44771","-0.42971","-0.39586","-0.37014","-0.35471","-0.31357","-0.22129"
"14.09.2018","Fri","-0.44757","-0.42871","-0.39500","-0.37043","-0.35643","-0.31800","-0.22200"
"13.09.2018","Thu","-0.44843","-0.42857","-0.39671","-0.37100","-0.35686","-0.31629","-0.22171"
"12.09.2018","Wed","-0.44743","-0.42557","-0.40100","-0.36886","-0.35643","-0.31900","-0.22000"
"11.09.2018","Tue","-0.44657","-0.42486","-0.39800","-0.37029","-0.35643","-0.31771","-0.21957"
"10.09.2018","Mon","-0.44700","-0.42357","-0.39800","-0.37043","-0.35614","-0.31529","-0.21929"
"07.09.2018","Fri","-0.44357","-0.42386","-0.39471","-0.36957","-0.35643","-0.31614","-0.21886"
"06.09.2018","Thu","-0.44771","-0.42500","-0.39486","-0.36743","-0.35486","-0.31771","-0.21657"
"05.09.2018","Wed","-0.43943","-0.42429","-0.39157","-0.36743","-0.35486","-0.31729","-0.21714"
"04.09.2018","Tue","-0.44700","-0.42500","-0.39043","-0.36757","-0.35314","-0.31714","-0.21729"
"03.09.2018","Mon","-0.44500","-0.42429","-0.39129","-0.36800","-0.35271","-0.31743","-0.21686"
"31.08.2018","Fri","-0.44029","-0.42457","-0.39243","-0.36700","-0.35286","-0.31614","-0.21486"
"30.08.2018","Thu","-0.44243","-0.42529","-0.39486","-0.37186","-0.35843","-0.32014","-0.21700"
"29.08.2018","Wed","-0.44229","-0.42214","-0.39643","-0.37171","-0.36243","-0.31729","-0.21857"
"28.08.2018","Tue","-0.44229","-0.42343","-0.39657","-0.37043","-0.36086","-0.31000","-0.21786"
"24.08.2018","Fri","-0.44229","-0.42286","-0.39343","-0.37314","-0.36057","-0.30500","-0.21857"
"23.08.2018","Thu","-0.44229","-0.42286","-0.39414","-0.37314","-0.36214","-0.30429","-0.21929"
"22.08.2018","Wed","-0.44157","-0.42414","-0.39414","-0.37314","-0.36043","-0.30414","-0.21914"
"21.08.2018","Tue","-0.44129","-0.42414","-0.39414","-0.37300","-0.36057","-0.30629","-0.22243"
"20.08.2018","Mon","-0.44186","-0.42557","-0.39786","-0.37600","-0.36271","-0.30914","-0.22586"
"17.08.2018","Fri","-0.44171","-0.42543","-0.39586","-0.37600","-0.36271","-0.30843","-0.22471"
"16.08.2018","Thu","-0.44214","-0.42386","-0.39414","-0.37529","-0.36129","-0.30829","-0.22514"
"15.08.2018","Wed","-0.44100","-0.42386","-0.40014","-0.37543","-0.36129","-0.30943","-0.22643"
"14.08.2018","Tue","-0.44071","-0.42386","-0.40286","-0.37557","-0.36114","-0.30886","-0.22571"
"13.08.2018","Mon","-0.44214","-0.42729","-0.40686","-0.38243","-0.36100","-0.30829","-0.22429"
"10.08.2018","Fri","-0.44143","-0.42729","-0.40300","-0.38257","-0.36114","-0.31071","-0.22729"
"09.08.2018","Thu","-0.44143","-0.42757","-0.40157","-0.38186","-0.36043","-0.31186","-0.22929"
"08.08.2018","Wed","-0.44129","-0.42714","-0.40143","-0.38186","-0.36029","-0.31286","-0.23100"
"07.08.2018","Tue","-0.44414","-0.42286","-0.40157","-0.37971","-0.36029","-0.31386","-0.23143"
"06.08.2018","Mon","-0.44043","-0.42214","-0.40157","-0.37986","-0.36057","-0.31371","-0.23486"
"03.08.2018","Fri","-0.44157","-0.42371","-0.40157","-0.37900","-0.36057","-0.31557","-0.23514"
"02.08.2018","Thu","-0.44729","-0.42143","-0.40443","-0.37943","-0.35900","-0.31729","-0.23086"
"01.08.2018","Wed","-0.44729","-0.42400","-0.40014","-0.37900","-0.35900","-0.31629","-0.23086"
"31.07.2018","Tue","-0.44800","-0.42686","-0.40057","-0.37900","-0.35900","-0.31729","-0.23257"
"30.07.2018","Mon","-0.44843","-0.42943","-0.40086","-0.37943","-0.35871","-0.31957","-0.23271"
"27.07.2018","Fri","-0.44343","-0.42643","-0.40086","-0.37871","-0.35557","-0.32057","-0.23386"
"26.07.2018","Thu","-0.44329","-0.43286","-0.40057","-0.37786","-0.35557","-0.32129","-0.23457"
"25.07.2018","Wed","-0.44343","-0.42857","-0.40314","-0.37371","-0.35643","-0.32014","-0.23543"
"24.07.2018","Tue","-0.44414","-0.42929","-0.40529","-0.37229","-0.35643","-0.32014","-0.23543"
"23.07.2018","Mon","-0.44571","-0.42929","-0.40371","-0.37171","-0.35614","-0.32114","-0.23500"
"20.07.2018","Fri","-0.44914","-0.43300","-0.40243","-0.37157","-0.35557","-0.31871","-0.23357"
"19.07.2018","Thu","-0.44229","-0.43371","-0.40229","-0.37086","-0.35771","-0.31871","-0.23729"
"18.07.2018","Wed","-0.44514","-0.43300","-0.39600","-0.37029","-0.35771","-0.31857","-0.23500"
"17.07.2018","Tue","-0.44814","-0.43086","-0.39657","-0.37014","-0.35800","-0.31800","-0.23429"
"16.07.2018","Mon","-0.44500","-0.42586","-0.39600","-0.37043","-0.35786","-0.31786","-0.23571"
"13.07.2018","Fri","-0.44157","-0.42586","-0.39600","-0.36857","-0.35786","-0.31286","-0.23186"
"12.07.2018","Thu","-0.44157","-0.42586","-0.39800","-0.36857","-0.35771","-0.31329","-0.23186"
"11.07.2018","Wed","-0.44114","-0.42486","-0.39757","-0.36729","-0.35643","-0.31386","-0.23257"
"10.07.2018","Tue","-0.44114","-0.42486","-0.39757","-0.36743","-0.35543","-0.31271","-0.23286"
"09.07.2018","Mon","-0.44114","-0.42486","-0.39757","-0.36886","-0.35700","-0.31471","-0.23729"
"06.07.2018","Fri","-0.44043","-0.42486","-0.39757","-0.36857","-0.35686","-0.31357","-0.23743"
"05.07.2018","Thu","-0.43971","-0.42486","-0.39757","-0.36857","-0.35686","-0.31314","-0.23714"
"04.07.2018","Wed","-0.43900","-0.42629","-0.40014","-0.37029","-0.35843","-0.31414","-0.23529"
"03.07.2018","Tue","-0.43757","-0.42486","-0.39829","-0.36886","-0.35686","-0.31314","-0.23586"
"02.07.2018","Mon","-0.43757","-0.42486","-0.39400","-0.36886","-0.35686","-0.32029","-0.23657"
"29.06.2018","Fri","-0.43900","-0.42486","-0.39400","-0.36857","-0.35714","-0.31886","-0.23071"
"28.06.2018","Thu","-0.43829","-0.42486","-0.39600","-0.37086","-0.36357","-0.31886","-0.23243"
"27.06.2018","Wed","-0.43829","-0.42843","-0.39743","-0.37529","-0.36500","-0.32000","-0.23243"
"26.06.2018","Tue","-0.43657","-0.42514","-0.39829","-0.37229","-0.36714","-0.31857","-0.23157"
"25.06.2018","Mon","-0.43871","-0.42771","-0.39686","-0.37229","-0.36829","-0.31871","-0.23157"
"22.06.2018","Fri","-0.44186","-0.42843","-0.39686","-0.37343","-0.36786","-0.31786","-0.23214"
"21.06.2018","Thu","-0.44086","-0.42986","-0.39843","-0.37314","-0.36600","-0.31186","-0.23686"
"20.06.2018","Wed","-0.44014","-0.42843","-0.39843","-0.37314","-0.36600","-0.31114","-0.23614"
"19.06.2018","Tue","-0.44014","-0.42843","-0.39871","-0.37314","-0.36286","-0.30614","-0.23543"
"18.06.2018","Mon","-0.44086","-0.42700","-0.39871","-0.37029","-0.35571","-0.30471","-0.23400"
"15.06.2018","Fri","-0.44014","-0.42743","-0.39800","-0.37100","-0.35429","-0.30471","-0.23400"
"14.06.2018","Thu","-0.44014","-0.42814","-0.39800","-0.37100","-0.34886","-0.30386","-0.22900"
"13.06.2018","Wed","-0.44014","-0.42814","-0.40014","-0.37386","-0.35029","-0.30529","-0.22900"
"12.06.2018","Tue","-0.44014","-0.42100","-0.40086","-0.37386","-0.35029","-0.30529","-0.22829"
"11.06.2018","Mon","-0.43943","-0.42457","-0.40086","-0.37529","-0.35171","-0.30529","-0.22829"
"08.06.2018","Fri","-0.43943","-0.42529","-0.40086","-0.37529","-0.35171","-0.30457","-0.22757"
"07.06.2018","Thu","-0.43843","-0.42529","-0.40086","-0.37600","-0.35171","-0.30671","-0.22686"
"06.06.2018","Wed","-0.43843","-0.42671","-0.40657","-0.37386","-0.35029","-0.30571","-0.22829"
"05.06.2018","Tue","-0.43986","-0.42671","-0.40657","-0.37457","-0.35057","-0.30857","-0.23186"
"04.06.2018","Mon","-0.44129","-0.42386","-0.40657","-0.37457","-0.35057","-0.30857","-0.23043"
"01.06.2018","Fri","-0.43986","-0.42386","-0.40657","-0.37529","-0.35057","-0.30857","-0.23114"
"31.05.2018","Thu","-0.43843","-0.42457","-0.39943","-0.37529","-0.35057","-0.30786","-0.23143"
"30.05.2018","Wed","-0.43914","-0.42457","-0.40086","-0.37529","-0.35129","-0.30714","-0.23143"
"29.05.2018","Tue","-0.43771","-0.42457","-0.39943","-0.37529","-0.35129","-0.30714","-0.22786"
"25.05.2018","Fri","-0.43771","-0.42814","-0.39943","-0.37529","-0.35200","-0.31000","-0.22757"
"24.05.2018","Thu","-0.44129","-0.42743","-0.39943","-0.37671","-0.35200","-0.30929","-0.22686"
"23.05.2018","Wed","-0.43843","-0.42600","-0.39943","-0.37671","-0.35200","-0.31000","-0.22971"
"22.05.2018","Tue","-0.43771","-0.42529","-0.39943","-0.37671","-0.35200","-0.31000","-0.22900"
"21.05.2018","Mon","-0.43771","-0.42600","-0.39943","-0.37671","-0.35343","-0.31143","-0.23186"
"18.05.2018","Fri","-0.43771","-0.42743","-0.39943","-0.37671","-0.35343","-0.31071","-0.23114"
"17.05.2018","Thu","-0.43771","-0.42814","-0.39871","-0.37671","-0.35343","-0.31214","-0.23257"
"16.05.2018","Wed","-0.43843","-0.42671","-0.39800","-0.37671","-0.35200","-0.31286","-0.23257"
"15.05.2018","Tue","-0.43771","-0.42671","-0.39729","-0.37671","-0.35057","-0.31429","-0.24043"
"14.05.2018","Mon","-0.43771","-0.42814","-0.39729","-0.37671","-0.35057","-0.31429","-0.24043"
"11.05.2018","Fri","-0.43986","-0.42814","-0.39871","-0.37700","-0.35086","-0.31500","-0.24114"
"10.05.2018","Thu","-0.43771","-0.42814","-0.39871","-0.37700","-0.35086","-0.31500","-0.24114"
"09.05.2018","Wed","-0.43771","-0.42671","-0.40086","-0.37700","-0.35257","-0.31714","-0.24257"
"08.05.2018","Tue","-0.43771","-0.42314","-0.40086","-0.37700","-0.35329","-0.31357","-0.24257"
"04.05.2018","Fri","-0.44057","-0.42029","-0.40086","-0.37771","-0.35329","-0.31357","-0.24257"
"03.05.2018","Thu","-0.43771","-0.42029","-0.40157","-0.37771","-0.35429","-0.31357","-0.24257"
"02.05.2018","Wed","-0.44057","-0.42171","-0.40086","-0.37914","-0.35571","-0.31643","-0.24400"
"01.05.2018","Tue","","-0.42171","-0.40086","-0.37986","-0.35571","-0.31686","-0.24400"
"30.04.2018","Mon","-0.44057","-0.42171","-0.40086","-0.37986","-0.35571","-0.31686","-0.24400"
"27.04.2018","Fri","-0.44043","-0.42171","-0.40086","-0.37986","-0.35571","-0.31686","-0.24400"
"26.04.2018","Thu","-0.43971","-0.42171","-0.40229","-0.38271","-0.36357","-0.31900","-0.24414"
"25.04.2018","Wed","-0.44043","-0.42171","-0.40229","-0.38271","-0.36357","-0.32114","-0.24414"
"24.04.2018","Tue","-0.44114","-0.42171","-0.40229","-0.38414","-0.36500","-0.32114","-0.24414"
"23.04.2018","Mon","-0.44114","-0.42200","-0.40157","-0.38343","-0.36500","-0.32114","-0.24414"
"20.04.2018","Fri","-0.44186","-0.42200","-0.40157","-0.38343","-0.36500","-0.32157","-0.24486"
"19.04.2018","Thu","-0.44043","-0.42200","-0.40157","-0.38271","-0.36500","-0.32371","-0.24629"
"18.04.2018","Wed","-0.44114","-0.42200","-0.40157","-0.38271","-0.36500","-0.32371","-0.24629"
"17.04.2018","Tue","-0.44186","-0.42200","-0.40157","-0.38271","-0.36500","-0.32371","-0.24629"
"16.04.2018","Mon","-0.44186","-0.42200","-0.40157","-0.38314","-0.36500","-0.32371","-0.24629"
"13.04.2018","Fri","-0.44186","-0.42200","-0.40157","-0.38314","-0.36500","-0.32371","-0.24629"
"12.04.2018","Thu","-0.43829","-0.42200","-0.40014","-0.38457","-0.36571","-0.32371","-0.24486"
"11.04.2018","Wed","-0.43900","-0.42200","-0.40086","-0.38457","-0.36571","-0.32371","-0.24486"
"10.04.2018","Tue","-0.43900","-0.42200","-0.40514","-0.38457","-0.36571","-0.32443","-0.24486"
"09.04.2018","Mon","-0.43900","-0.42200","-0.40371","-0.38457","-0.36571","-0.32514","-0.24486"
"06.04.2018","Fri","-0.43900","-0.42200","-0.40371","-0.38571","-0.36571","-0.32371","-0.24486"
"05.04.2018","Thu","-0.43900","-0.42200","-0.40300","-0.38571","-0.36429","-0.32371","-0.24557"
"04.04.2018","Wed","-0.43614","-0.42200","-0.40157","-0.38571","-0.36429","-0.32371","-0.24557"
"03.04.2018","Tue","-0.43829","-0.42343","-0.40300","-0.38000","-0.36429","-0.32329","-0.24557"
"29.03.2018","Thu","-0.43471","-0.42343","-0.40657","-0.38429","-0.37071","-0.32543","-0.24557"
"28.03.2018","Wed","-0.43900","-0.42343","-0.40729","-0.38571","-0.37429","-0.32757","-0.25129"
"27.03.2018","Tue","-0.43757","-0.42343","-0.40871","-0.38714","-0.37643","-0.33114","-0.25129"
"26.03.2018","Mon","-0.43829","-0.42343","-0.40657","-0.38714","-0.37786","-0.33114","-0.25129"
"23.03.2018","Fri","-0.43900","-0.42271","-0.40800","-0.38857","-0.38143","-0.33114","-0.25129"
"22.03.2018","Thu","-0.43900","-0.42129","-0.40943","-0.39143","-0.38643","-0.33043","-0.25129"
"21.03.2018","Wed","-0.43900","-0.42271","-0.40943","-0.39571","-0.38929","-0.33186","-0.25271"
"20.03.2018","Tue","-0.44043","-0.42271","-0.41086","-0.39714","-0.38929","-0.33314","-0.25271"
"19.03.2018","Mon","-0.43971","-0.42271","-0.41086","-0.39714","-0.38929","-0.33100","-0.25371"
"16.03.2018","Fri","-0.44043","-0.42271","-0.41157","-0.39714","-0.37929","-0.32957","-0.25371"
"15.03.2018","Thu","-0.44114","-0.42200","-0.41086","-0.39714","-0.37929","-0.32957","-0.25371"
"14.03.2018","Wed","-0.44186","-0.42200","-0.41086","-0.39714","-0.37929","-0.32886","-0.25429"
"13.03.2018","Tue","-0.44114","-0.42200","-0.41086","-0.39714","-0.37929","-0.32886","-0.25429"
"12.03.2018","Mon","-0.44043","-0.42200","-0.41086","-0.39714","-0.37929","-0.32886","-0.25571"
"09.03.2018","Fri","-0.44186","-0.42200","-0.41086","-0.39714","-0.37929","-0.33029","-0.25857"
"08.03.2018","Thu","-0.44186","-0.42200","-0.41086","-0.39857","-0.37929","-0.33114","-0.25500"
"07.03.2018","Wed","-0.44186","-0.42200","-0.40657","-0.39857","-0.37929","-0.33114","-0.25500"
"06.03.2018","Tue","-0.43757","-0.42200","-0.40214","-0.39357","-0.37929","-0.32971","-0.25357"
"05.03.2018","Mon","-0.44186","-0.42200","-0.40043","-0.39071","-0.37929","-0.32971","-0.25500"
"02.03.2018","Fri","-0.44186","-0.42271","-0.40186","-0.39071","-0.37929","-0.32971","-0.25500"
"01.03.2018","Thu","-0.44157","-0.42271","-0.40114","-0.39071","-0.37929","-0.32900","-0.25500"
"28.02.2018","Wed","-0.43971","-0.42271","-0.40186","-0.39000","-0.37929","-0.32829","-0.25500"
"27.02.2018","Tue","-0.44143","-0.42271","-0.40257","-0.39000","-0.37929","-0.32400","-0.25429"
"26.02.2018","Mon","-0.44143","-0.42200","-0.40257","-0.39000","-0.38000","-0.32543","-0.25571"
"23.02.2018","Fri","-0.44371","-0.42057","-0.40257","-0.39000","-0.38000","-0.32671","-0.25686"
"22.02.2018","Thu","-0.44143","-0.41986","-0.40186","-0.38571","-0.37543","-0.32386","-0.25757"
"21.02.2018","Wed","-0.44286","-0.42200","-0.40329","-0.38857","-0.38443","-0.32243","-0.25900"
"20.02.2018","Tue","-0.44143","-0.42200","-0.40329","-0.38857","-0.37800","-0.32129","-0.25757"
"19.02.2018","Mon","-0.44214","-0.42200","-0.40329","-0.38857","-0.37657","-0.32200","-0.25757"
"16.02.2018","Fri","-0.44214","-0.42271","-0.40186","-0.38829","-0.37600","-0.32486","-0.25629"
"15.02.2018","Thu","-0.44300","-0.42486","-0.40257","-0.39057","-0.38000","-0.32700","-0.25629"
"14.02.2018","Wed","-0.44143","-0.42629","-0.40257","-0.39057","-0.38000","-0.32771","-0.25486"
"13.02.2018","Tue","-0.44286","-0.42486","-0.40257","-0.39343","-0.38286","-0.32986","-0.25471"
"12.02.2018","Mon","-0.44286","-0.42486","-0.40400","-0.39300","-0.38286","-0.33057","-0.25329"
"09.02.2018","Fri","-0.43714","-0.42700","-0.40471","-0.39300","-0.38214","-0.33286","-0.25400"
"08.02.2018","Thu","-0.44314","-0.42700","-0.40471","-0.39300","-0.38214","-0.33429","-0.25686"
"07.02.2018","Wed","-0.44286","-0.42771","-0.40471","-0.39300","-0.38214","-0.33429","-0.25686"
"06.02.2018","Tue","-0.43857","-0.42843","-0.40614","-0.39229","-0.38071","-0.33429","-0.25829"
"05.02.2018","Mon","-0.44429","-0.42814","-0.40614","-0.39229","-0.38071","-0.33429","-0.25829"
"02.02.2018","Fri","-0.44357","-0.42529","-0.40614","-0.39371","-0.37986","-0.33857","-0.26271"
