Date,Hours,DK1,DK2,DK
2014-10-21,18 - 19,3260.0,1464.0,4724.0
2014-10-21,19 - 20,3080.0,1513.0,4593.0
2014-10-21,20 - 21,2832.0,1325.0,4157.0
2014-10-21,21 - 22,2639.0,1151.0,3790.0
2014-10-21,22 - 23,2482.0,1036.0,3518.0
2014-10-21,23 - 00,2130.0,925.0,3055.0
2014-10-22,00 - 01,1833.0,891.0,2724.0
2014-10-22,01 - 02,1607.0,898.0,2505.0
2014-10-22,02 - 03,1416.0,884.0,2300.0
2014-10-22,03 - 04,1464.0,808.0,2272.0
2014-10-22,04 - 05,1648.0,777.0,2425.0
2014-10-22,05 - 06,1638.0,772.0,2410.0
2014-10-22,06 - 07,1668.0,780.0,2448.0
2014-10-22,07 - 08,2157.0,990.0,3147.0
2014-10-22,08 - 09,2301.0,1031.0,3332.0
2014-10-22,09 - 10,2377.0,1086.0,3463.0
2014-10-22,10 - 11,2476.0,1137.0,3613.0
2014-10-22,11 - 12,2546.0,1160.0,3706.0
2014-10-22,12 - 13,2659.0,1093.0,3752.0
2014-10-22,13 - 14,2750.0,1048.0,3798.0
2014-10-22,14 - 15,2740.0,1013.0,3753.0
2014-10-22,15 - 16,2764.0,922.0,3686.0
2014-10-22,16 - 17,2555.0,988.0,3543.0
2014-10-22,17 - 18,2739.0,1040.0,3779.0
2014-10-22,18 - 19,2691.0,1040.0,3731.0
2014-10-22,19 - 20,2747.0,1008.0,3755.0
2014-10-22,20 - 21,2646.0,965.0,3611.0
2014-10-22,21 - 22,2445.0,847.0,3292.0
2014-10-22,22 - 23,2107.0,774.0,2881.0
2014-10-22,23 - 00,1871.0,706.0,2577.0
2014-10-23,00 - 01,1793.0,692.0,2485.0
2014-10-23,01 - 02,1607.0,696.0,2303.0
2014-10-23,02 - 03,1492.0,693.0,2185.0
2014-10-23,03 - 04,1379.0,689.0,2068.0
2014-10-23,04 - 05,1455.0,683.0,2138.0
2014-10-23,05 - 06,1425.0,708.0,2133.0
2014-10-23,06 - 07,1687.0,878.0,2565.0
2014-10-23,07 - 08,2010.0,1022.0,3032.0
2014-10-23,08 - 09,2071.0,1075.0,3146.0
2014-10-23,09 - 10,2270.0,1158.0,3428.0
2014-10-23,10 - 11,2351.0,1073.0,3424.0
2014-10-23,11 - 12,2459.0,1033.0,3492.0
2014-10-23,12 - 13,2548.0,952.0,3500.0
2014-10-23,13 - 14,2627.0,910.0,3537.0
2014-10-23,14 - 15,2648.0,990.0,3638.0
2014-10-23,15 - 16,2582.0,986.0,3568.0
2014-10-23,16 - 17,2557.0,966.0,3523.0
2014-10-23,17 - 18,2731.0,942.0,3673.0
2014-10-23,18 - 19,2826.0,924.0,3750.0
2014-10-23,19 - 20,2743.0,979.0,3722.0
2014-10-23,20 - 21,2631.0,1008.0,3639.0
2014-10-23,21 - 22,2578.0,967.0,3545.0
2014-10-23,22 - 23,2582.0,946.0,3528.0
2014-10-23,23 - 00,2661.0,903.0,3564.0
2014-10-24,00 - 01,2632.0,881.0,3513.0
2014-10-24,01 - 02,2549.0,843.0,3392.0
2014-10-24,02 - 03,2496.0,832.0,3328.0
2014-10-24,03 - 04,2518.0,839.0,3357.0
2014-10-24,04 - 05,2589.0,915.0,3504.0
2014-10-24,05 - 06,2709.0,964.0,3673.0
2014-10-24,06 - 07,2881.0,1014.0,3895.0
2014-10-24,07 - 08,3088.0,1170.0,4258.0
2014-10-24,08 - 09,3179.0,1272.0,4451.0
2014-10-24,09 - 10,3228.0,1323.0,4551.0
2014-10-24,10 - 11,3344.0,1180.0,4524.0
2014-10-24,11 - 12,3306.0,1314.0,4620.0
2014-10-24,12 - 13,3271.0,1333.0,4604.0
2014-10-24,13 - 14,3334.0,1280.0,4614.0
2014-10-24,14 - 15,3244.0,1211.0,4455.0
2014-10-24,15 - 16,3168.0,1253.0,4421.0
2014-10-24,16 - 17,3167.0,1194.0,4361.0
2014-10-24,17 - 18,3197.0,1281.0,4478.0
2014-10-24,18 - 19,3275.0,1375.0,4650.0
2014-10-24,19 - 20,3304.0,1418.0,4722.0
2014-10-24,20 - 21,3372.0,1402.0,4774.0
2014-10-24,21 - 22,3278.0,1400.0,4678.0
2014-10-24,22 - 23,3259.0,1305.0,4564.0
2014-10-24,23 - 00,3065.0,1283.0,4348.0
2014-10-25,00 - 01,2832.0,1271.0,4103.0
2014-10-25,01 - 02,2789.0,1272.0,4061.0
2014-10-25,02 - 03,2599.0,1252.0,3851.0
2014-10-25,03 - 04,2227.0,1245.0,3472.0
2014-10-25,04 - 05,1795.0,1229.0,3024.0
2014-10-25,05 - 06,1610.0,1196.0,2806.0
2014-10-25,06 - 07,1569.0,1185.0,2754.0
2014-10-25,07 - 08,1707.0,1204.0,2911.0
2014-10-25,08 - 09,1916.0,1206.0,3122.0
2014-10-25,09 - 10,1931.0,1212.0,3143.0
2014-10-25,10 - 11,1934.0,1216.0,3150.0
2014-10-25,11 - 12,1849.0,1188.0,3037.0
2014-10-25,12 - 13,1853.0,1111.0,2964.0
2014-10-25,13 - 14,1891.0,1060.0,2951.0
2014-10-25,14 - 15,1796.0,1028.0,2824.0
2014-10-25,15 - 16,1775.0,985.0,2760.0
2014-10-25,16 - 17,1590.0,908.0,2498.0
2014-10-25,17 - 18,1546.0,938.0,2484.0
2014-10-25,18 - 19,1753.0,1077.0,2830.0
2014-10-25,19 - 20,1950.0,992.0,2942.0
2014-10-25,20 - 21,2014.0,969.0,2983.0
2014-10-25,21 - 22,2161.0,961.0,3122.0
2014-10-25,22 - 23,2266.0,895.0,3161.0
2014-10-25,23 - 00,2348.0,851.0,3199.0
2014-10-26,00 - 01,2236.0,739.0,2975.0
2014-10-26,01 - 02,2240.0,672.0,2912.0
2014-10-26,02 - 03,2324.0,662.0,2986.0
2014-10-26,02 - 03,2329.0,661.0,2990.0
2014-10-26,03 - 04,2413.0,639.0,3052.0
2014-10-26,04 - 05,2480.0,670.0,3150.0
2014-10-26,05 - 06,2575.0,720.0,3295.0
2014-10-26,06 - 07,2713.0,811.0,3524.0
2014-10-26,07 - 08,2752.0,834.0,3586.0
2014-10-26,08 - 09,2856.0,940.0,3796.0
2014-10-26,09 - 10,3073.0,991.0,4064.0
2014-10-26,10 - 11,3206.0,1035.0,4241.0
2014-10-26,11 - 12,3391.0,1139.0,4530.0
2014-10-26,12 - 13,3532.0,1169.0,4701.0
2014-10-26,13 - 14,3563.0,1166.0,4729.0
2014-10-26,14 - 15,3544.0,1103.0,4647.0
2014-10-26,15 - 16,3484.0,1088.0,4572.0
2014-10-26,16 - 17,3577.0,1138.0,4715.0
2014-10-26,17 - 18,3744.0,1175.0,4919.0
2014-10-26,18 - 19,3791.0,1175.0,4966.0
2014-10-26,19 - 20,3788.0,1244.0,5032.0
2014-10-26,20 - 21,3670.0,1243.0,4913.0
2014-10-26,21 - 22,3553.0,1226.0,4779.0
2014-10-26,22 - 23,3455.0,1218.0,4673.0
2014-10-26,23 - 00,3385.0,1228.0,4613.0
2014-10-27,00 - 01,3305.0,1175.0,4480.0
2014-10-27,01 - 02,3258.0,1157.0,4415.0
2014-10-27,02 - 03,3267.0,1130.0,4397.0
2014-10-27,03 - 04,3275.0,1099.0,4374.0
2014-10-27,04 - 05,3339.0,1118.0,4457.0
2014-10-27,05 - 06,3236.0,1097.0,4333.0
2014-10-27,06 - 07,3296.0,1135.0,4431.0
2014-10-27,07 - 08,3374.0,1200.0,4574.0
2014-10-27,08 - 09,3507.0,1325.0,4832.0
2014-10-27,09 - 10,3722.0,1301.0,5023.0
2014-10-27,10 - 11,3754.0,1267.0,5021.0
2014-10-27,11 - 12,3799.0,1175.0,4974.0
2014-10-27,12 - 13,3738.0,1067.0,4805.0
2014-10-27,13 - 14,3645.0,1056.0,4701.0
2014-10-27,14 - 15,3562.0,978.0,4540.0
2014-10-27,15 - 16,3404.0,879.0,4283.0
2014-10-27,16 - 17,3342.0,853.0,4195.0
2014-10-27,17 - 18,3446.0,957.0,4403.0
2014-10-27,18 - 19,3585.0,960.0,4545.0
2014-10-27,19 - 20,3328.0,864.0,4192.0
2014-10-27,20 - 21,3204.0,915.0,4119.0
2014-10-27,21 - 22,3121.0,857.0,3978.0
2014-10-27,22 - 23,2990.0,851.0,3841.0
2014-10-27,23 - 00,2843.0,778.0,3621.0
2014-10-28,00 - 01,2569.0,728.0,3297.0
2014-10-28,01 - 02,2448.0,732.0,3180.0
2014-10-28,02 - 03,2428.0,731.0,3159.0
2014-10-28,03 - 04,2381.0,740.0,3121.0
2014-10-28,04 - 05,2395.0,706.0,3101.0
2014-10-28,05 - 06,2450.0,733.0,3183.0
2014-10-28,06 - 07,2635.0,834.0,3469.0
2014-10-28,07 - 08,2818.0,952.0,3770.0
2014-10-28,08 - 09,3026.0,1021.0,4047.0
2014-10-28,09 - 10,3149.0,1023.0,4172.0
2014-10-28,10 - 11,3173.0,1037.0,4210.0
2014-10-28,11 - 12,3032.0,1017.0,4049.0
2014-10-28,12 - 13,2975.0,1019.0,3994.0
2014-10-28,13 - 14,2983.0,1000.0,3983.0
2014-10-28,14 - 15,2947.0,926.0,3873.0
2014-10-28,15 - 16,2869.0,886.0,3755.0
2014-10-28,16 - 17,2843.0,869.0,3712.0
2014-10-28,17 - 18,2926.0,915.0,3841.0
2014-10-28,18 - 19,2912.0,992.0,3904.0
2014-10-28,19 - 20,2861.0,1053.0,3914.0
2014-10-28,20 - 21,2888.0,1102.0,3990.0
2014-10-28,21 - 22,2919.0,1072.0,3991.0
2014-10-28,22 - 23,2930.0,1046.0,3976.0
2014-10-28,23 - 00,2826.0,1003.0,3829.0
2014-10-29,00 - 01,2682.0,969.0,3651.0
2014-10-29,01 - 02,2554.0,951.0,3505.0
2014-10-29,02 - 03,2587.0,935.0,3522.0
2014-10-29,03 - 04,2583.0,956.0,3539.0
2014-10-29,04 - 05,2418.0,1000.0,3418.0
2014-10-29,05 - 06,2300.0,920.0,3220.0
2014-10-29,06 - 07,1993.0,915.0,2908.0
2014-10-29,07 - 08,2321.0,1033.0,3354.0
2014-10-29,08 - 09,2145.0,1069.0,3214.0
2014-10-29,09 - 10,2300.0,1039.0,3339.0
2014-10-29,10 - 11,2275.0,934.0,3209.0
2014-10-29,11 - 12,2352.0,868.0,3220.0
2014-10-29,12 - 13,2262.0,816.0,3078.0
2014-10-29,13 - 14,2258.0,784.0,3042.0
2014-10-29,14 - 15,2155.0,776.0,2931.0
2014-10-29,15 - 16,2087.0,773.0,2860.0
2014-10-29,16 - 17,2209.0,839.0,3048.0
2014-10-29,17 - 18,2319.0,830.0,3149.0
2014-10-29,18 - 19,2583.0,862.0,3445.0
2014-10-29,19 - 20,2375.0,873.0,3248.0
2014-10-29,20 - 21,2123.0,807.0,2930.0
2014-10-29,21 - 22,2011.0,774.0,2785.0
2014-10-29,22 - 23,1796.0,683.0,2479.0
2014-10-29,23 - 00,1548.0,645.0,2193.0
2014-10-30,00 - 01,1095.0,641.0,1736.0
2014-10-30,01 - 02,1233.0,615.0,1848.0
2014-10-30,02 - 03,1290.0,598.0,1888.0
2014-10-30,03 - 04,1272.0,600.0,1872.0
2014-10-30,04 - 05,1209.0,614.0,1823.0
2014-10-30,05 - 06,1269.0,634.0,1903.0
2014-10-30,06 - 07,1797.0,741.0,2538.0
2014-10-30,07 - 08,1837.0,807.0,2644.0
2014-10-30,08 - 09,2098.0,835.0,2933.0
2014-10-30,09 - 10,2231.0,877.0,3108.0
2014-10-30,10 - 11,2252.0,911.0,3163.0
2014-10-30,11 - 12,2154.0,896.0,3050.0
2014-10-30,12 - 13,2317.0,914.0,3231.0
2014-10-30,13 - 14,2256.0,904.0,3160.0
2014-10-30,14 - 15,2196.0,887.0,3083.0
2014-10-30,15 - 16,1953.0,887.0,2840.0
2014-10-30,16 - 17,1990.0,839.0,2829.0
2014-10-30,17 - 18,2331.0,870.0,3201.0
2014-10-30,18 - 19,2637.0,868.0,3505.0
2014-10-30,19 - 20,2469.0,789.0,3258.0
2014-10-30,20 - 21,2275.0,773.0,3048.0
2014-10-30,21 - 22,2087.0,736.0,2823.0
2014-10-30,22 - 23,1770.0,727.0,2497.0
2014-10-30,23 - 00,1530.0,695.0,2225.0
2014-10-31,00 - 01,1437.0,659.0,2096.0
2014-10-31,01 - 02,1383.0,639.0,2022.0
2014-10-31,02 - 03,1457.0,658.0,2115.0
2014-10-31,03 - 04,1530.0,714.0,2244.0
2014-10-31,04 - 05,1607.0,714.0,2321.0
2014-10-31,05 - 06,1699.0,749.0,2448.0
2014-10-31,06 - 07,1819.0,895.0,2714.0
2014-10-31,07 - 08,2098.0,918.0,3016.0
2014-10-31,08 - 09,2063.0,894.0,2957.0
2014-10-31,09 - 10,2051.0,906.0,2957.0
2014-10-31,10 - 11,2252.0,896.0,3148.0
2014-10-31,11 - 12,2130.0,885.0,3015.0
2014-10-31,12 - 13,2073.0,919.0,2992.0
2014-10-31,13 - 14,1899.0,899.0,2798.0
2014-10-31,14 - 15,1786.0,860.0,2646.0
2014-10-31,15 - 16,1892.0,794.0,2686.0
2014-10-31,16 - 17,1801.0,804.0,2605.0
2014-10-31,17 - 18,1998.0,796.0,2794.0
2014-10-31,18 - 19,2158.0,893.0,3051.0
2014-10-31,19 - 20,2040.0,855.0,2895.0
2014-10-31,20 - 21,1799.0,725.0,2524.0
2014-10-31,21 - 22,1754.0,673.0,2427.0
2014-10-31,22 - 23,1741.0,656.0,2397.0
2014-10-31,23 - 00,1691.0,631.0,2322.0
2014-11-01,00 - 01,1687.0,629.0,2316.0
2014-11-01,01 - 02,1494.0,595.0,2089.0
2014-11-01,02 - 03,1452.0,541.0,1993.0
2014-11-01,03 - 04,1526.0,484.0,2010.0
2014-11-01,04 - 05,1615.0,500.0,2115.0
2014-11-01,05 - 06,1680.0,514.0,2194.0
2014-11-01,06 - 07,1858.0,565.0,2423.0
2014-11-01,07 - 08,2032.0,613.0,2645.0
2014-11-01,08 - 09,2187.0,670.0,2857.0
2014-11-01,09 - 10,2259.0,673.0,2932.0
2014-11-01,10 - 11,2343.0,681.0,3024.0
2014-11-01,11 - 12,2366.0,726.0,3092.0
2014-11-01,12 - 13,2565.0,819.0,3384.0
2014-11-01,13 - 14,2451.0,883.0,3334.0
2014-11-01,14 - 15,2310.0,869.0,3179.0
2014-11-01,15 - 16,2317.0,906.0,3223.0
2014-11-01,16 - 17,2255.0,949.0,3204.0
2014-11-01,17 - 18,2216.0,951.0,3167.0
2014-11-01,18 - 19,2117.0,894.0,3011.0
2014-11-01,19 - 20,2020.0,977.0,2997.0
2014-11-01,20 - 21,1935.0,961.0,2896.0
2014-11-01,21 - 22,1941.0,952.0,2893.0
2014-11-01,22 - 23,1768.0,837.0,2605.0
2014-11-01,23 - 00,1549.0,755.0,2304.0
2014-11-02,00 - 01,1553.0,778.0,2331.0
2014-11-02,01 - 02,1615.0,699.0,2314.0
2014-11-02,02 - 03,1675.0,607.0,2282.0
2014-11-02,03 - 04,1809.0,620.0,2429.0
2014-11-02,04 - 05,1960.0,606.0,2566.0
2014-11-02,05 - 06,2115.0,630.0,2745.0
2014-11-02,06 - 07,2241.0,636.0,2877.0
2014-11-02,07 - 08,2215.0,586.0,2801.0
2014-11-02,08 - 09,2241.0,559.0,2800.0
2014-11-02,09 - 10,2386.0,601.0,2987.0
2014-11-02,10 - 11,2551.0,690.0,3241.0
2014-11-02,11 - 12,2739.0,832.0,3571.0
2014-11-02,12 - 13,2828.0,877.0,3705.0
2014-11-02,13 - 14,2835.0,871.0,3706.0
2014-11-02,14 - 15,2834.0,968.0,3802.0
2014-11-02,15 - 16,2805.0,927.0,3732.0
2014-11-02,16 - 17,2872.0,949.0,3821.0
2014-11-02,17 - 18,3146.0,1037.0,4183.0
2014-11-02,18 - 19,3175.0,1097.0,4272.0
2014-11-02,19 - 20,3319.0,1109.0,4428.0
2014-11-02,20 - 21,3266.0,1034.0,4300.0
2014-11-02,21 - 22,3090.0,1003.0,4093.0
2014-11-02,22 - 23,3074.0,898.0,3972.0
2014-11-02,23 - 00,2670.0,866.0,3536.0
2014-11-03,00 - 01,2231.0,984.0,3215.0
2014-11-03,01 - 02,1995.0,994.0,2989.0
2014-11-03,02 - 03,1958.0,993.0,2951.0
2014-11-03,03 - 04,2003.0,1035.0,3038.0
2014-11-03,04 - 05,2119.0,1093.0,3212.0
2014-11-03,05 - 06,2290.0,1149.0,3439.0
2014-11-03,06 - 07,2719.0,1261.0,3980.0
2014-11-03,07 - 08,3036.0,1354.0,4390.0
2014-11-03,08 - 09,3263.0,1297.0,4560.0
2014-11-03,09 - 10,3470.0,1317.0,4787.0
2014-11-03,10 - 11,3422.0,1396.0,4818.0
2014-11-03,11 - 12,3224.0,1419.0,4643.0
2014-11-03,12 - 13,3248.0,1377.0,4625.0
2014-11-03,13 - 14,3332.0,1344.0,4676.0
2014-11-03,14 - 15,3297.0,1355.0,4652.0
2014-11-03,15 - 16,3290.0,1182.0,4472.0
2014-11-03,16 - 17,3272.0,1061.0,4333.0
2014-11-03,17 - 18,3442.0,1066.0,4508.0
2014-11-03,18 - 19,3585.0,1164.0,4749.0
2014-11-03,19 - 20,3731.0,1231.0,4962.0
2014-11-03,20 - 21,3802.0,1169.0,4971.0
2014-11-03,21 - 22,3618.0,1145.0,4763.0
2014-11-03,22 - 23,2947.0,1054.0,4001.0
2014-11-03,23 - 00,2258.0,1079.0,3337.0
2014-11-04,00 - 01,1928.0,1078.0,3006.0
2014-11-04,01 - 02,1759.0,1107.0,2866.0
2014-11-04,02 - 03,1670.0,1097.0,2767.0
2014-11-04,03 - 04,1651.0,1048.0,2699.0
2014-11-04,04 - 05,1704.0,1052.0,2756.0
2014-11-04,05 - 06,1884.0,1083.0,2967.0
2014-11-04,06 - 07,2439.0,1213.0,3652.0
2014-11-04,07 - 08,2723.0,1409.0,4132.0
2014-11-04,08 - 09,3003.0,1272.0,4275.0
2014-11-04,09 - 10,2943.0,1135.0,4078.0
2014-11-04,10 - 11,2946.0,1054.0,4000.0
2014-11-04,11 - 12,2940.0,959.0,3899.0
2014-11-04,12 - 13,2867.0,998.0,3865.0
2014-11-04,13 - 14,2868.0,1025.0,3893.0
2014-11-04,14 - 15,2586.0,922.0,3508.0
2014-11-04,15 - 16,2389.0,831.0,3220.0
2014-11-04,16 - 17,2314.0,785.0,3099.0
2014-11-04,17 - 18,2587.0,870.0,3457.0
2014-11-04,18 - 19,2532.0,903.0,3435.0
2014-11-04,19 - 20,2268.0,894.0,3162.0
2014-11-04,20 - 21,1873.0,851.0,2724.0
2014-11-04,21 - 22,1756.0,788.0,2544.0
2014-11-04,22 - 23,1429.0,749.0,2178.0
2014-11-04,23 - 00,1374.0,651.0,2025.0
2014-11-05,00 - 01,1281.0,614.0,1895.0
2014-11-05,01 - 02,1324.0,603.0,1927.0
2014-11-05,02 - 03,1154.0,603.0,1757.0
2014-11-05,03 - 04,1064.0,648.0,1712.0
2014-11-05,04 - 05,1201.0,714.0,1915.0
2014-11-05,05 - 06,1412.0,834.0,2246.0
2014-11-05,06 - 07,1623.0,958.0,2581.0
2014-11-05,07 - 08,2225.0,1129.0,3354.0
2014-11-05,08 - 09,2498.0,1145.0,3643.0
2014-11-05,09 - 10,2551.0,1155.0,3706.0
2014-11-05,10 - 11,2537.0,998.0,3535.0
2014-11-05,11 - 12,2741.0,904.0,3645.0
2014-11-05,12 - 13,2678.0,874.0,3552.0
2014-11-05,13 - 14,2546.0,804.0,3350.0
2014-11-05,14 - 15,2556.0,725.0,3281.0
2014-11-05,15 - 16,2384.0,739.0,3123.0
2014-11-05,16 - 17,2285.0,735.0,3020.0
2014-11-05,17 - 18,2564.0,780.0,3344.0
2014-11-05,18 - 19,2932.0,829.0,3761.0
2014-11-05,19 - 20,2745.0,841.0,3586.0
2014-11-05,20 - 21,2774.0,819.0,3593.0
2014-11-05,21 - 22,2920.0,841.0,3761.0
2014-11-05,22 - 23,2652.0,843.0,3495.0
2014-11-05,23 - 00,2631.0,803.0,3434.0
2014-11-06,00 - 01,2390.0,742.0,3132.0
2014-11-06,01 - 02,2186.0,690.0,2876.0
2014-11-06,02 - 03,2139.0,692.0,2831.0
2014-11-06,03 - 04,2077.0,659.0,2736.0
2014-11-06,04 - 05,2048.0,735.0,2783.0
2014-11-06,05 - 06,2027.0,813.0,2840.0
2014-11-06,06 - 07,2426.0,927.0,3353.0
2014-11-06,07 - 08,2886.0,1058.0,3944.0
2014-11-06,08 - 09,3087.0,1065.0,4152.0
2014-11-06,09 - 10,2920.0,1078.0,3998.0
2014-11-06,10 - 11,2835.0,1112.0,3947.0
2014-11-06,11 - 12,2551.0,1172.0,3723.0
2014-11-06,12 - 13,2612.0,1175.0,3787.0
2014-11-06,13 - 14,2652.0,1151.0,3803.0
2014-11-06,14 - 15,2527.0,1173.0,3700.0
2014-11-06,15 - 16,2606.0,1092.0,3698.0
2014-11-06,16 - 17,2573.0,1010.0,3583.0
2014-11-06,17 - 18,2568.0,1047.0,3615.0
2014-11-06,18 - 19,2509.0,1019.0,3528.0
2014-11-06,19 - 20,2421.0,996.0,3417.0
2014-11-06,20 - 21,2136.0,948.0,3084.0
2014-11-06,21 - 22,1977.0,880.0,2857.0
2014-11-06,22 - 23,1907.0,798.0,2705.0
2014-11-06,23 - 00,1798.0,800.0,2598.0
2014-11-07,00 - 01,1603.0,721.0,2324.0
2014-11-07,01 - 02,1697.0,679.0,2376.0
2014-11-07,02 - 03,1550.0,632.0,2182.0
2014-11-07,03 - 04,1459.0,641.0,2100.0
2014-11-07,04 - 05,1491.0,646.0,2137.0
2014-11-07,05 - 06,1648.0,714.0,2362.0
2014-11-07,06 - 07,2157.0,723.0,2880.0
2014-11-07,07 - 08,2628.0,766.0,3394.0
2014-11-07,08 - 09,2896.0,859.0,3755.0
2014-11-07,09 - 10,2993.0,910.0,3903.0
2014-11-07,10 - 11,3038.0,895.0,3933.0
2014-11-07,11 - 12,3048.0,911.0,3959.0
2014-11-07,12 - 13,2988.0,859.0,3847.0
2014-11-07,13 - 14,2951.0,841.0,3792.0
2014-11-07,14 - 15,2930.0,863.0,3793.0
2014-11-07,15 - 16,3126.0,836.0,3962.0
2014-11-07,16 - 17,3240.0,923.0,4163.0
2014-11-07,17 - 18,3443.0,1117.0,4560.0
2014-11-07,18 - 19,3569.0,1204.0,4773.0
2014-11-07,19 - 20,3602.0,1158.0,4760.0
2014-11-07,20 - 21,3551.0,1180.0,4731.0
2014-11-07,21 - 22,3265.0,1174.0,4439.0
2014-11-07,22 - 23,3079.0,1165.0,4244.0
2014-11-07,23 - 00,2924.0,1115.0,4039.0
2014-11-08,00 - 01,2692.0,1005.0,3697.0
2014-11-08,01 - 02,2627.0,875.0,3502.0
2014-11-08,02 - 03,2666.0,864.0,3530.0
2014-11-08,03 - 04,2689.0,881.0,3570.0
2014-11-08,04 - 05,2669.0,937.0,3606.0
2014-11-08,05 - 06,2634.0,949.0,3583.0
2014-11-08,06 - 07,2678.0,932.0,3610.0
2014-11-08,07 - 08,2666.0,933.0,3599.0
2014-11-08,08 - 09,2724.0,1023.0,3747.0
2014-11-08,09 - 10,2644.0,1061.0,3705.0
2014-11-08,10 - 11,2807.0,1094.0,3901.0
2014-11-08,11 - 12,2671.0,1136.0,3807.0
2014-11-08,12 - 13,2538.0,1072.0,3610.0
2014-11-08,13 - 14,2517.0,1010.0,3527.0
2014-11-08,14 - 15,2445.0,993.0,3438.0
2014-11-08,15 - 16,2474.0,958.0,3432.0
2014-11-08,16 - 17,2616.0,937.0,3553.0
2014-11-08,17 - 18,2831.0,1025.0,3856.0
2014-11-08,18 - 19,2638.0,915.0,3553.0
2014-11-08,19 - 20,2489.0,878.0,3367.0
2014-11-08,20 - 21,2351.0,884.0,3235.0
2014-11-08,21 - 22,2313.0,845.0,3158.0
2014-11-08,22 - 23,2170.0,777.0,2947.0
2014-11-08,23 - 00,2060.0,769.0,2829.0
2014-11-09,00 - 01,1848.0,741.0,2589.0
2014-11-09,01 - 02,1895.0,761.0,2656.0
2014-11-09,02 - 03,1977.0,743.0,2720.0
2014-11-09,03 - 04,2029.0,725.0,2754.0
2014-11-09,04 - 05,2078.0,794.0,2872.0
2014-11-09,05 - 06,2176.0,882.0,3058.0
2014-11-09,06 - 07,2183.0,904.0,3087.0
2014-11-09,07 - 08,2256.0,875.0,3131.0
2014-11-09,08 - 09,2401.0,883.0,3284.0
2014-11-09,09 - 10,2423.0,931.0,3354.0
2014-11-09,10 - 11,2355.0,958.0,3313.0
2014-11-09,11 - 12,2201.0,928.0,3129.0
2014-11-09,12 - 13,2345.0,914.0,3259.0
2014-11-09,13 - 14,2270.0,954.0,3224.0
2014-11-09,14 - 15,2211.0,987.0,3198.0
2014-11-09,15 - 16,2134.0,1049.0,3183.0
2014-11-09,16 - 17,2313.0,1096.0,3409.0
2014-11-09,17 - 18,2435.0,1039.0,3474.0
2014-11-09,18 - 19,2334.0,1043.0,3377.0
2014-11-09,19 - 20,2327.0,1019.0,3346.0
2014-11-09,20 - 21,2263.0,944.0,3207.0
2014-11-09,21 - 22,2153.0,891.0,3044.0
2014-11-09,22 - 23,1965.0,856.0,2821.0
2014-11-09,23 - 00,1759.0,792.0,2551.0
2014-11-10,00 - 01,1640.0,783.0,2423.0
2014-11-10,01 - 02,1524.0,765.0,2289.0
2014-11-10,02 - 03,1459.0,662.0,2121.0
2014-11-10,03 - 04,1449.0,679.0,2128.0
2014-11-10,04 - 05,1488.0,723.0,2211.0
2014-11-10,05 - 06,1609.0,770.0,2379.0
2014-11-10,06 - 07,2183.0,851.0,3034.0
2014-11-10,07 - 08,2471.0,960.0,3431.0
2014-11-10,08 - 09,2485.0,1004.0,3489.0
2014-11-10,09 - 10,2413.0,1034.0,3447.0
2014-11-10,10 - 11,2292.0,1060.0,3352.0
2014-11-10,11 - 12,2339.0,1073.0,3412.0
2014-11-10,12 - 13,2642.0,1107.0,3749.0
2014-11-10,13 - 14,2603.0,1099.0,3702.0
2014-11-10,14 - 15,2729.0,1101.0,3830.0
2014-11-10,15 - 16,2701.0,1086.0,3787.0
2014-11-10,16 - 17,2504.0,989.0,3493.0
2014-11-10,17 - 18,2861.0,1107.0,3968.0
2014-11-10,18 - 19,2628.0,1087.0,3715.0
2014-11-10,19 - 20,2444.0,1002.0,3446.0
2014-11-10,20 - 21,2312.0,955.0,3267.0
2014-11-10,21 - 22,2387.0,958.0,3345.0
2014-11-10,22 - 23,2264.0,909.0,3173.0
2014-11-10,23 - 00,2243.0,876.0,3119.0
2014-11-11,00 - 01,2233.0,816.0,3049.0
2014-11-11,01 - 02,2173.0,779.0,2952.0
2014-11-11,02 - 03,2240.0,737.0,2977.0
2014-11-11,03 - 04,2186.0,706.0,2892.0
2014-11-11,04 - 05,2149.0,692.0,2841.0
2014-11-11,05 - 06,1971.0,708.0,2679.0
2014-11-11,06 - 07,2154.0,839.0,2993.0
2014-11-11,07 - 08,2423.0,853.0,3276.0
2014-11-11,08 - 09,2423.0,930.0,3353.0
2014-11-11,09 - 10,2311.0,891.0,3202.0
2014-11-11,10 - 11,2254.0,859.0,3113.0
2014-11-11,11 - 12,2324.0,897.0,3221.0
2014-11-11,12 - 13,2178.0,872.0,3050.0
2014-11-11,13 - 14,2269.0,918.0,3187.0
2014-11-11,14 - 15,2255.0,948.0,3203.0
2014-11-11,15 - 16,2254.0,969.0,3223.0
2014-11-11,16 - 17,2464.0,1013.0,3477.0
2014-11-11,17 - 18,2802.0,1087.0,3889.0
2014-11-11,18 - 19,2732.0,1098.0,3830.0
2014-11-11,19 - 20,2592.0,1151.0,3743.0
2014-11-11,20 - 21,2586.0,1211.0,3797.0
2014-11-11,21 - 22,2816.0,1164.0,3980.0
2014-11-11,22 - 23,2995.0,1134.0,4129.0
