EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 21-01-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 12 SOUID  : Source identifier
 14- 53 SOUNAME: Source name
 55- 56 CN     : Country code (ISO3116 country codes)
 58- 66 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 68- 77 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 79- 82 HGTH   : Station elevation in meters
 84- 87 ELEI   : Element identifier (see website at Daily Data > Data dictionary > Elements)
 89- 96 BEGIN  : Begin date YYYYMMDD
 98-105 END    : End date YYYYMMDD
107-111 PARID  : Participant identifier
113-163 PARNAME: Participant name

STAID, SOUID,SOUNAME                                 ,CN,      LAT,       LON,HGHT,ELEI,   BEGIN,     END,PARID,PARNAME
20821,135020,MELSOM                                  ,NO,+59:13:48,+010:20:54,  26,TG21,19590401,20201231,   22,Hans Olav Hygen                                   
20821,199248,TOENSBERG - KILEN                       ,NO,+59:16:42,+010:25:52,   3,TG21,20100413,20201231,   22,Hans Olav Hygen                                   
20821,199554,NOETTEROEY - FOEYNLAND                  ,NO,+59:14:12,+010:27:22,   2,TG21,20151231,20201231,   22,Hans Olav Hygen                                   
20821,200764,SLAGENTANGEN II                         ,NO,+59:19:00,+010:31:00,   3,TG21,19730801,19831230,   22,Hans Olav Hygen                                   
20821,200987,JARLSBERG FLYPLASS                      ,NO,+59:18:05,+010:22:02,  25,TG21,20030204,20030204,   22,Hans Olav Hygen                                   
20821,211244,TOENSBERG - KARLSVIK                    ,NO,+59:17:39,+010:30:49,   3,TG21,20200519,20201231,   22,Hans Olav Hygen                                   
20821,901481,MELSOM                                  ,NO,+59:14:00,+010:21:00,  26, TG5,19820115,20200229,     ,                    
20822,135020,MELSOM                                  ,NO,+59:13:48,+010:20:54,  26,TG21,19590401,20201231,   22,Hans Olav Hygen                                   
20822,199248,TOENSBERG - KILEN                       ,NO,+59:16:42,+010:25:52,   3,TG21,20100413,20201231,   22,Hans Olav Hygen                                   
20822,199313,E18 GULLI NORD                          ,NO,+59:19:06,+010:22:29,  30,TG21,20130104,20201231,   22,Hans Olav Hygen                                   
20822,199554,NOETTEROEY - FOEYNLAND                  ,NO,+59:14:12,+010:27:22,   2,TG21,20151231,20201231,   22,Hans Olav Hygen                                   
20822,200764,SLAGENTANGEN II                         ,NO,+59:19:00,+010:31:00,   3,TG21,19730801,19831230,   22,Hans Olav Hygen                                   
20822,200935,SLAGENTANGEN                            ,NO,+59:18:42,+010:30:45,  31,TG21,19610716,19701230,   22,Hans Olav Hygen                                   
20822,211245,TOENSBERG - VALLOE                      ,NO,+59:15:39,+010:29:52,   9,TG21,20200611,20201231,   22,Hans Olav Hygen                                   
20823,135020,MELSOM                                  ,NO,+59:13:48,+010:20:54,  26,TG21,19590401,20201231,   22,Hans Olav Hygen                                   
20823,199140,NOETTEROEY - VESTSKOGEN                 ,NO,+59:14:30,+010:24:08,  25,TG21,20151231,20201231,   22,Hans Olav Hygen                                   
20823,199313,E18 GULLI NORD                          ,NO,+59:19:06,+010:22:29,  30,TG21,20130104,20201231,   22,Hans Olav Hygen                                   
20823,211246,TOENSBERG - VEAR                        ,NO,+59:15:48,+010:21:37,  30,TG21,20200611,20201231,   22,Hans Olav Hygen                                   
20824,199184,TOENSBERG - TARANROED                   ,NO,+59:17:38,+010:17:54,  33,TG21,20131201,20201231,   22,Hans Olav Hygen                                   
20824,199440,FV650 BORRE                             ,NO,+59:21:13,+010:22:57,  55,TG21,20130106,20201231,   22,Hans Olav Hygen                                   
20824,200852,STOKKE                                  ,NO,+59:14:00,+010:17:00,  76,TG21,19570101,19710530,   22,Hans Olav Hygen                                   
20824,200935,SLAGENTANGEN                            ,NO,+59:18:42,+010:30:45,  31,TG21,19610716,19701230,   22,Hans Olav Hygen                                   
20824,211247,TOENSBERG - EIK                         ,NO,+59:17:37,+010:25:39,  55,TG21,20200611,20201231,   22,Hans Olav Hygen                                   
21769,105468,BODOE VI                                ,NO,+67:16:02,+014:21:32,  11,TG21,19540101,20201231,   22,Hans Olav Hygen                                   
21769,111167,BODOE - VAGONES                         ,NO,+67:17:00,+014:28:00,  33,TG21,19940115,20140630,   22,Hans Olav Hygen                                   
21769,199182,RV80 HUNSTAD                            ,NO,+67:16:42,+014:31:02,  25,TG21,20140101,20201120,   22,Hans Olav Hygen                                   
21769,199438,RV80 BERTNES                            ,NO,+67:17:16,+014:35:36,  30,TG21,20140101,20201231,   22,Hans Olav Hygen                                   
21769,218121,FV17 SALTSTRAUMBRUA                     ,NO,+67:13:53,+014:36:45,  21,TG21,20200918,20201231,   22,Hans Olav Hygen                                   
21770,135020,MELSOM                                  ,NO,+59:13:48,+010:20:54,  26,TG21,19590401,20201231,   22,Hans Olav Hygen                                   
21770,199045,FV307 GRAVDAL                           ,NO,+59:18:13,+010:11:51,  20,TG21,20130104,20201231,   22,Hans Olav Hygen                                   
21770,199140,NOETTEROEY - VESTSKOGEN                 ,NO,+59:14:30,+010:24:08,  25,TG21,20151231,20201231,   22,Hans Olav Hygen                                   
21770,199248,TOENSBERG - KILEN                       ,NO,+59:16:42,+010:25:52,   3,TG21,20100413,20201231,   22,Hans Olav Hygen                                   
21770,200987,JARLSBERG FLYPLASS                      ,NO,+59:18:05,+010:22:02,  25,TG21,20030204,20030204,   22,Hans Olav Hygen                                   
21770,218162,TOENSBERG GJESTEHAVN                    ,NO,+59:16:12,+010:24:07,   3,TG21,20201024,20201231,   22,Hans Olav Hygen                                   
