EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 21-01-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 12 SOUID  : Source identifier
 14- 53 SOUNAME: Source name
 55- 56 CN     : Country code (ISO3116 country codes)
 58- 66 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 68- 77 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 79- 82 HGTH   : Station elevation in meters
 84- 87 ELEI   : Element identifier (see website at Daily Data > Data dictionary > Elements)
 89- 96 BEGIN  : Begin date YYYYMMDD
 98-105 END    : End date YYYYMMDD
107-111 PARID  : Participant identifier
113-163 PARNAME: Participant name

STAID, SOUID,SOUNAME                                 ,CN,      LAT,       LON,HGHT,ELEI,   BEGIN,     END,PARID,PARNAME
18474,199569,LOEKVOLLEN                              ,NO,+69:32:30,+020:33:03,  14,TG21,20180929,20201231,   22,Hans Olav Hygen                                   
18474,200720,LYNGSEIDET IV                           ,NO,+69:34:00,+020:14:00,   3,TG21,19641101,19760730,   22,Hans Olav Hygen                                   
18170,156990,NORD-SOLVAER                            ,NO,+66:22:06,+012:38:40,   7,TG21,19540101,19980913,   22,Hans Olav Hygen                                   
18170,199306,SOLVAER III                             ,NO,+66:22:15,+012:36:39,  10,TG21,20071101,20201231,   22,Hans Olav Hygen                                   
18170,200929,SOLVAER - SLENESET                      ,NO,+66:21:59,+012:36:55,   6,TG21,19981001,20060214,   22,Hans Olav Hygen                                   
18170,901121,SOLVAER III                             ,NO,+66:21:59,+012:37:00,  12, TG5,19820123,20200229,     ,                    
18172,199310,JOMFRULAND                              ,NO,+58:51:23,+009:34:28,   3,TG21,19941012,20201231,   22,Hans Olav Hygen                                   
18172,200937,JOMFRULAND FYR                          ,NO,+58:51:55,+009:35:51,  12,TG21,19540101,19931129,   22,Hans Olav Hygen                                   
18172,901476,JOMFRULAND LH                           ,NO,+58:51:00,+009:33:00,   5, TG5,19820113,20200229,     ,                    
18482,135020,MELSOM                                  ,NO,+59:13:48,+010:20:54,  26,TG21,19590401,20201231,   22,Hans Olav Hygen                                   
18482,199140,NOETTEROEY - VESTSKOGEN                 ,NO,+59:14:30,+010:24:08,  25,TG21,20151231,20201231,   22,Hans Olav Hygen                                   
18482,199184,TOENSBERG - TARANROED                   ,NO,+59:17:38,+010:17:54,  33,TG21,20131201,20201231,   22,Hans Olav Hygen                                   
18482,199313,E18 GULLI NORD                          ,NO,+59:19:06,+010:22:29,  30,TG21,20130104,20201231,   22,Hans Olav Hygen                                   
18482,200935,SLAGENTANGEN                            ,NO,+59:18:42,+010:30:45,  31,TG21,19610716,19701230,   22,Hans Olav Hygen                                   
18482,200987,JARLSBERG FLYPLASS                      ,NO,+59:18:05,+010:22:02,  25,TG21,20030204,20030204,   22,Hans Olav Hygen                                   
18483,133748,VIGRA                                   ,NO,+62:33:42,+006:06:54,  22,TG21,19580701,20201231,   22,Hans Olav Hygen                                   
18483,199170,ALESUND IV                              ,NO,+62:28:13,+006:12:39,  15,TG21,20090625,20201231,   22,Hans Olav Hygen                                   
18483,199314,FV395 ALESUND                           ,NO,+62:28:13,+006:11:40,  10,TG21,20150912,20201231,   22,Hans Olav Hygen                                   
18038,199315,ULLENSVANG FORSOKSGARD                  ,NO,+60:19:07,+006:39:14,  12,TG21,19620601,20201231,   22,Hans Olav Hygen                                   
18017,112073,VAERNES                                 ,NO,+63:30:00,+010:53:24,  12,TG21,19460101,20201231,   22,Hans Olav Hygen                                   
18017,199331,KVITHAMAR                               ,NO,+63:29:18,+010:52:46,  27,TG21,19940115,20201231,   22,Hans Olav Hygen                                   
18495,110655,BERGEN/FLESLAND                         ,NO,+60:17:21,+005:13:35,  48,TG21,19551002,20201231,   22,Hans Olav Hygen                                   
18495,199337,BERGEN - SANDSLI                        ,NO,+60:17:29,+005:16:39,  45,TG21,20170124,20201231,   22,Hans Olav Hygen                                   
18495,200576,BERGEN - PLEIESTIFTELSEN                ,NO,+60:23:18,+005:20:28,  22,TG21,19000101,19261230,   22,Hans Olav Hygen                                   
18495,200866,BERGEN - FREDRIKSBERG                   ,NO,+60:23:48,+005:18:31,  41,TG21,19040101,19850227,   22,Hans Olav Hygen                                   
18495,901317,BERGEN/FLORIDA                          ,NO,+60:23:00,+005:20:00,  36, TG5,19820113,20200229,     ,                    
18501,133940,NARVIK LUFTHAVN                         ,NO,+68:26:23,+017:23:19,  31,TG21,20020801,20170404,   22,Hans Olav Hygen                                   
18501,157134,NARVIK II                               ,NO,+68:28:08,+017:29:32,  32,TG21,19540101,19750831,   22,Hans Olav Hygen                                   
18501,199345,E6 HALOGALANDSBRUA                      ,NO,+68:28:06,+017:28:55,  44,TG21,20190418,20201231,   22,Hans Olav Hygen                                   
18501,199398,NARVIK SENTRUM                          ,NO,+68:26:14,+017:25:16,  31,TG21,20181214,20201231,   22,Hans Olav Hygen                                   
18187,199141,FV310 KOTTERUD                          ,NO,+59:25:55,+010:25:18,  40,TG21,20130104,20201231,   22,Hans Olav Hygen                                   
18187,199359,ASGARDSTRAND                            ,NO,+59:21:23,+010:27:36,  61,TG21,20180929,20201231,   22,Hans Olav Hygen                                   
18187,199384,HORTEN - NYKIRKE                        ,NO,+59:25:42,+010:23:05,  70,TG21,20150601,20201231,   22,Hans Olav Hygen                                   
18187,199440,FV650 BORRE                             ,NO,+59:21:13,+010:22:57,  55,TG21,20130106,20201231,   22,Hans Olav Hygen                                   
18197,199386,EIGEROEYA                               ,NO,+58:26:07,+005:52:18,  49,TG21,20100417,20201231,   22,Hans Olav Hygen                                   
18197,200986,NORDRE EIGEROEY                         ,NO,+58:26:07,+005:54:09,  63,TG21,19690901,19961030,   22,Hans Olav Hygen                                   
18046,157014,MYKEN                                   ,NO,+66:45:38,+012:28:39,  19,TG21,19540101,19910731,   22,Hans Olav Hygen                                   
18046,199396,MYKEN                                   ,NO,+66:45:46,+012:29:10,  17,TG21,19921001,20201231,   22,Hans Olav Hygen                                   
18046,901115,MYKEN                                   ,NO,+66:46:00,+012:29:00,  13, TG5,19820113,20200229,     ,                    
18202,199397,AKSELOEYA                               ,NO,+77:41:25,+014:45:48,  20,TG21,19020901,20201231,   22,Hans Olav Hygen                                   
18203,133940,NARVIK LUFTHAVN                         ,NO,+68:26:23,+017:23:19,  31,TG21,20020801,20170404,   22,Hans Olav Hygen                                   
18203,157134,NARVIK II                               ,NO,+68:28:08,+017:29:32,  32,TG21,19540101,19750831,   22,Hans Olav Hygen                                   
18203,199398,NARVIK SENTRUM                          ,NO,+68:26:14,+017:25:16,  31,TG21,20181214,20201231,   22,Hans Olav Hygen                                   
18203,199742,E6 SKJOMENBRUA                          ,NO,+68:22:16,+017:14:38,  30,TG21,20150521,20201231,   22,Hans Olav Hygen                                   
18203,200805,NARVIK III                              ,NO,+68:28:11,+017:29:54,  17,TG21,19750901,20020530,   22,Hans Olav Hygen                                   
18203,901194,NARVIK III                              ,NO,+68:28:00,+017:30:00,  17, TG5,19820113,20020531,     ,                    
18527,199399,FV301 BERG KIRKE                        ,NO,+58:59:34,+009:55:24,  10,TG21,20130104,20201231,   22,Hans Olav Hygen                                   
18527,200695,LANGOEYTANGEN FYR                       ,NO,+58:59:30,+009:45:25,   6,TG21,19720701,19900929,   22,Hans Olav Hygen                                   
18534,199411,E6 SONSVEIEN                            ,NO,+59:31:04,+010:43:31,  25,TG21,20130104,20201231,   22,Hans Olav Hygen                                   
18534,199482,FV120 ROEDSUND                          ,NO,+59:28:35,+010:47:24,  30,TG21,20130104,20201231,   22,Hans Olav Hygen                                   
18534,199524,TOFTE - RULLETO                         ,NO,+59:33:05,+010:34:53,   9,TG21,20170922,20201231,   22,Hans Olav Hygen                                   
18534,199566,GULLHOLMEN                              ,NO,+59:26:07,+010:34:41,  14,TG21,20100601,20201231,   22,Hans Olav Hygen                                   
18534,200768,JELOEY                                  ,NO,+59:26:19,+010:35:38,  12,TG21,19600801,19900429,   22,Hans Olav Hygen                                   
18049,110655,BERGEN/FLESLAND                         ,NO,+60:17:21,+005:13:35,  48,TG21,19551002,20201231,   22,Hans Olav Hygen                                   
18049,199130,RV555 SOTRABRUA VIND                    ,NO,+60:22:21,+005:10:26,  50,TG21,20161119,20201231,   22,Hans Olav Hygen                                   
18049,199337,BERGEN - SANDSLI                        ,NO,+60:17:29,+005:16:39,  45,TG21,20170124,20201231,   22,Hans Olav Hygen                                   
18049,199412,BERGEN - FLORIDA UIB                    ,NO,+60:23:01,+005:19:55,  46,TG21,20170804,20201231,   22,Hans Olav Hygen                                   
18049,200576,BERGEN - PLEIESTIFTELSEN                ,NO,+60:23:18,+005:20:28,  22,TG21,19000101,19261230,   22,Hans Olav Hygen                                   
18049,200691,RV555 SOTRABRUA                         ,NO,+60:22:19,+005:09:20,  30,TG21,20140103,20201231,   22,Hans Olav Hygen                                   
18049,200866,BERGEN - FREDRIKSBERG                   ,NO,+60:23:48,+005:18:31,  41,TG21,19040101,19850227,   22,Hans Olav Hygen                                   
18049,901317,BERGEN/FLORIDA                          ,NO,+60:23:00,+005:20:00,  36, TG5,19820113,20200229,     ,                    
18215,199424,OSLO - BYGDOEY                          ,NO,+59:54:18,+010:40:58,  15,TG21,20120201,20201231,   22,Hans Olav Hygen                                   
18215,200771,BYGDOEY                                 ,NO,+59:54:00,+010:40:00,  23,TG21,19370101,19410213,   22,Hans Olav Hygen                                   
18215,200898,OSLO - OBSERVATORIET (HYTTE)            ,NO,+59:54:46,+010:43:03,  25,TG21,19000101,19370429,   22,Hans Olav Hygen                                   
18215,200944,FORNEBU                                 ,NO,+59:53:34,+010:36:57,  10,TG21,19540101,19981007,   22,Hans Olav Hygen                                   
18050,199425,NJOS                                    ,NO,+61:10:45,+006:51:39,  45,TG21,20130206,20201231,   22,Hans Olav Hygen                                   
18050,199692,VANGSNES                                ,NO,+61:10:21,+006:38:43,  49,TG21,19931222,20201231,   22,Hans Olav Hygen                                   
18050,200662,LEIKANGER                               ,NO,+61:10:49,+006:51:46,  53,TG21,19570101,19900130,   22,Hans Olav Hygen                                   
18050,200703,VANGSNES                                ,NO,+61:10:20,+006:38:37,  51,TG21,19540101,19940429,   22,Hans Olav Hygen                                   
18050,901338,VANGSNES                                ,NO,+61:10:00,+006:39:00,  51, TG5,20020618,20200229,     ,                    
18217,199428,LAERDAL IV                              ,NO,+61:06:12,+007:30:09,   2,TG21,20080916,20201231,   22,Hans Olav Hygen                                   
18217,200665,LAERDAL - MOLDO                         ,NO,+61:03:59,+007:30:51,  24,TG21,19960601,20080929,   22,Hans Olav Hygen                                   
18217,901355,LAERDAL IV                              ,NO,+61:06:00,+007:30:00,   5, TG5,19820114,20200229,     ,                    
18545,105468,BODOE VI                                ,NO,+67:16:02,+014:21:32,  11,TG21,19540101,20201231,   22,Hans Olav Hygen                                   
18545,111167,BODOE - VAGONES                         ,NO,+67:17:00,+014:28:00,  33,TG21,19940115,20140630,   22,Hans Olav Hygen                                   
18545,199182,RV80 HUNSTAD                            ,NO,+67:16:42,+014:31:02,  25,TG21,20140101,20201120,   22,Hans Olav Hygen                                   
18545,199438,RV80 BERTNES                            ,NO,+67:17:16,+014:35:36,  30,TG21,20140101,20201231,   22,Hans Olav Hygen                                   
18545,218121,FV17 SALTSTRAUMBRUA                     ,NO,+67:13:53,+014:36:45,  21,TG21,20200918,20201231,   22,Hans Olav Hygen                                   
18547,199141,FV310 KOTTERUD                          ,NO,+59:25:55,+010:25:18,  40,TG21,20130104,20201231,   22,Hans Olav Hygen                                   
18547,199184,TOENSBERG - TARANROED                   ,NO,+59:17:38,+010:17:54,  33,TG21,20131201,20201231,   22,Hans Olav Hygen                                   
18547,199238,RAMNES - KILE VESTRE                    ,NO,+59:22:51,+010:14:23,  39,TG21,20130206,20201231,   22,Hans Olav Hygen                                   
18547,199359,ASGARDSTRAND                            ,NO,+59:21:23,+010:27:36,  61,TG21,20180929,20201231,   22,Hans Olav Hygen                                   
18547,199384,HORTEN - NYKIRKE                        ,NO,+59:25:42,+010:23:05,  70,TG21,20150601,20201231,   22,Hans Olav Hygen                                   
18547,199440,FV650 BORRE                             ,NO,+59:21:13,+010:22:57,  55,TG21,20130106,20201231,   22,Hans Olav Hygen                                   
18547,200935,SLAGENTANGEN                            ,NO,+59:18:42,+010:30:45,  31,TG21,19610716,19701230,   22,Hans Olav Hygen                                   
18224,199298,E18 HJORTNES                            ,NO,+59:54:40,+010:42:15,  20,TG21,20130104,20200827,   22,Hans Olav Hygen                                   
18224,199424,OSLO - BYGDOEY                          ,NO,+59:54:18,+010:40:58,  15,TG21,20120201,20201231,   22,Hans Olav Hygen                                   
18224,199451,OSLO - SOFIENBERG                       ,NO,+59:55:08,+010:45:44,  37,TG21,20160131,20201231,   22,Hans Olav Hygen                                   
18224,200771,BYGDOEY                                 ,NO,+59:54:00,+010:40:00,  23,TG21,19370101,19410213,   22,Hans Olav Hygen                                   
18224,200898,OSLO - OBSERVATORIET (HYTTE)            ,NO,+59:54:46,+010:43:03,  25,TG21,19000101,19370429,   22,Hans Olav Hygen                                   
18227,156789,RANHEIM                                 ,NO,+63:25:29,+010:32:01,  23,TG21,20121015,20201231,   22,Hans Olav Hygen                                   
18227,199456,TRONDHEIM - HOEVRINGEN                  ,NO,+63:26:47,+010:20:11,  44,TG21,20180501,20201231,   22,Hans Olav Hygen                                   
18227,199478,SKJETLEIN                               ,NO,+63:20:25,+010:17:50,  44,TG21,20130206,20201231,   22,Hans Olav Hygen                                   
18227,200839,TRONDHEIM II                            ,NO,+63:25:35,+010:25:04,  58,TG21,19270413,19431230,   22,Hans Olav Hygen                                   
18227,201004,TRONDHEIM                               ,NO,+63:25:55,+010:24:53,  58,TG21,19000101,19270330,   22,Hans Olav Hygen                                   
18556,133688,KRISTIANSUND LUFTHAVN                   ,NO,+63:06:34,+007:48:57,  62,TG21,20031017,20201231,   22,Hans Olav Hygen                                   
18556,199457,RV70 RENSVIK                            ,NO,+63:05:09,+007:47:52,  40,TG21,20140206,20201231,   22,Hans Olav Hygen                                   
18556,200876,KRISTIANSUND N                          ,NO,+63:06:37,+007:45:06,  48,TG21,19570101,19751230,   22,Hans Olav Hygen                                   
18228,157050,HELLIGVAER                              ,NO,+67:25:33,+013:55:29,  14,TG21,19570101,19730630,   22,Hans Olav Hygen                                   
18228,199458,HELLIGVAER II                           ,NO,+67:24:17,+013:53:45,  24,TG21,20050101,20201231,   22,Hans Olav Hygen                                   
18570,199477,E39 FINNESTAD                           ,NO,+58:59:27,+005:39:16,  35,TG21,20131016,20201231,   22,Hans Olav Hygen                                   
18570,199720,FV509 SUNDEKROSSEN                      ,NO,+58:57:44,+005:36:53,  20,TG21,20131015,20201231,   22,Hans Olav Hygen                                   
18054,199478,SKJETLEIN                               ,NO,+63:20:25,+010:17:50,  44,TG21,20130206,20201231,   22,Hans Olav Hygen                                   
18054,200839,TRONDHEIM II                            ,NO,+63:25:35,+010:25:04,  58,TG21,19270413,19431230,   22,Hans Olav Hygen                                   
18054,201004,TRONDHEIM                               ,NO,+63:25:55,+010:24:53,  58,TG21,19000101,19270330,   22,Hans Olav Hygen                                   
18572,199294,RYGGE - HUGGENES                        ,NO,+59:23:53,+010:45:15,  35,TG21,20130213,20201231,   22,Hans Olav Hygen                                   
18572,199411,E6 SONSVEIEN                            ,NO,+59:31:04,+010:43:31,  25,TG21,20130104,20201231,   22,Hans Olav Hygen                                   
18572,199482,FV120 ROEDSUND                          ,NO,+59:28:35,+010:47:24,  30,TG21,20130104,20201231,   22,Hans Olav Hygen                                   
18572,200768,JELOEY                                  ,NO,+59:26:19,+010:35:38,  12,TG21,19600801,19900429,   22,Hans Olav Hygen                                   
18572,901494,RYGGE                                   ,NO,+59:23:00,+010:47:00,  53, TG5,19820113,20200229,     ,                    
18575,105463,BERGEN FLORIDA                          ,NO,+60:23:00,+005:20:00,  12,TG21,19570101,20201231,   22,Hans Olav Hygen                                   
18575,199486,E39 FJOESANGERVEIEN                     ,NO,+60:21:11,+005:20:18,  15,TG21,20140206,20201231,   22,Hans Olav Hygen                                   
18575,200576,BERGEN - PLEIESTIFTELSEN                ,NO,+60:23:18,+005:20:28,  22,TG21,19000101,19261230,   22,Hans Olav Hygen                                   
18579,133604,HILDRE                                  ,NO,+62:36:13,+006:19:26,  13,TG21,19690701,19741231,   22,Hans Olav Hygen                                   
18579,133748,VIGRA                                   ,NO,+62:33:42,+006:06:54,  22,TG21,19580701,20201231,   22,Hans Olav Hygen                                   
18579,199492,PV98851 SKJELTENE                       ,NO,+62:35:14,+006:15:55,   2,TG21,20181205,20201231,   22,Hans Olav Hygen                                   
18236,100607,VARDOE                                  ,NO,+70:22:02,+031:05:05,  14,TG21,19000101,20201231,   22,Hans Olav Hygen                                   
18236,199496,VARDOE LUFTHAVN                         ,NO,+70:21:16,+031:02:38,  12,TG21,20070601,20201231,   22,Hans Olav Hygen                                   
18236,901098,VARDO                                   ,NO,+70:21:59,+031:06:00,  15, TG5,19820114,20200229,     ,                    
18238,199498,SALTDAL - NORDNES                       ,NO,+66:56:12,+015:18:56,  39,TG21,19970601,20201231,   22,Hans Olav Hygen                                   
18238,200959,OEVRE SALTDAL                           ,NO,+66:58:30,+015:18:10,  26,TG21,19660701,19820429,   22,Hans Olav Hygen                                   
18588,199065,DRAMMEN - BERSKOG                       ,NO,+59:45:13,+010:07:25,   8,TG21,20041001,20201231,   22,Hans Olav Hygen                                   
18588,199104,DRAMMEN - BANGELOEKKA                   ,NO,+59:43:52,+010:12:51,  14,TG21,20150629,20201231,   22,Hans Olav Hygen                                   
18588,199508,DRAMMEN - SLETTA                        ,NO,+59:44:40,+010:13:52,   4,TG21,20171102,20201231,   22,Hans Olav Hygen                                   
18588,200761,DRAMMEN - MARIENLYST                    ,NO,+59:44:14,+010:12:07,   3,TG21,19660501,20031030,   22,Hans Olav Hygen                                   
18242,199513,BANAK                                   ,NO,+70:03:36,+024:59:24,   5,TG21,19570101,20201231,   22,Hans Olav Hygen                                   
18242,200755,STABBURSDALEN                           ,NO,+70:03:00,+024:58:14,  26,TG21,19580801,19610429,   22,Hans Olav Hygen                                   
18242,901059,BANAK                                   ,NO,+70:04:00,+024:59:00,   8, TG5,19820114,20200229,     ,                    
18592,199217,VOSSEVANGEN                             ,NO,+60:37:30,+006:25:35,  54,TG21,20040130,20201231,   22,Hans Olav Hygen                                   
18592,199514,E16 EIDESMOEN                           ,NO,+60:38:16,+006:12:18,  45,TG21,20140103,20201231,   22,Hans Olav Hygen                                   
18592,200732,VOSS II                                 ,NO,+60:37:39,+006:25:31,  61,TG21,19350816,19611030,   22,Hans Olav Hygen                                   
18592,201016,VOSS - TVILDEMOEN                       ,NO,+60:37:53,+006:25:57,  66,TG21,19611101,19620530,   22,Hans Olav Hygen                                   
18244,199517,SETSA                                   ,NO,+67:09:57,+015:29:09,   7,TG21,20090201,20201231,   22,Hans Olav Hygen                                   
18244,200682,FAUSKE - ERIKSTAD                       ,NO,+67:15:00,+015:22:00,  14,TG21,19671201,19720429,   22,Hans Olav Hygen                                   
18244,200970,FAUSKE                                  ,NO,+67:15:00,+015:23:00,  14,TG21,19570101,19671129,   22,Hans Olav Hygen                                   
18245,199518,FJAERLAND - BREMUSEET                   ,NO,+61:25:24,+006:45:51,   3,TG21,20051201,20201231,   22,Hans Olav Hygen                                   
18245,200622,FJAERLAND - SKARESTAD                   ,NO,+61:26:07,+006:46:15,  10,TG21,19520701,20050125,   22,Hans Olav Hygen                                   
18245,200795,FJAERLAND                               ,NO,+61:26:00,+006:46:00,   5,TG21,19210201,19510929,   22,Hans Olav Hygen                                   
18245,901332,FJAERLAND-BREMUSEET                     ,NO,+61:26:00,+006:46:00,   3, TG5,20061125,20200229,     ,                    
18247,199264,SVELVIK - KNEM                          ,NO,+59:36:10,+010:24:17,   4,TG21,20130101,20201231,   22,Hans Olav Hygen                                   
18247,199411,E6 SONSVEIEN                            ,NO,+59:31:04,+010:43:31,  25,TG21,20130104,20201231,   22,Hans Olav Hygen                                   
18247,199524,TOFTE - RULLETO                         ,NO,+59:33:05,+010:34:53,   9,TG21,20170922,20201231,   22,Hans Olav Hygen                                   
18059,112073,VAERNES                                 ,NO,+63:30:00,+010:53:24,  12,TG21,19460101,20201231,   22,Hans Olav Hygen                                   
18059,199526,FROSTA                                  ,NO,+63:33:55,+010:41:36,  32,TG21,20091217,20201231,   22,Hans Olav Hygen                                   
18256,135020,MELSOM                                  ,NO,+59:13:48,+010:20:54,  26,TG21,19590401,20201231,   22,Hans Olav Hygen                                   
18256,199545,NOETTEROEY - BORGHEIM                   ,NO,+59:13:02,+010:24:37,   5,TG21,20151231,20201231,   22,Hans Olav Hygen                                   
18256,901481,MELSOM                                  ,NO,+59:14:00,+010:21:00,  26, TG5,19820115,20200229,     ,                    
18259,135020,MELSOM                                  ,NO,+59:13:48,+010:20:54,  26,TG21,19590401,20201231,   22,Hans Olav Hygen                                   
18259,199248,TOENSBERG - KILEN                       ,NO,+59:16:42,+010:25:52,   3,TG21,20100413,20201231,   22,Hans Olav Hygen                                   
18259,199554,NOETTEROEY - FOEYNLAND                  ,NO,+59:14:12,+010:27:22,   2,TG21,20151231,20201231,   22,Hans Olav Hygen                                   
18259,901481,MELSOM                                  ,NO,+59:14:00,+010:21:00,  26, TG5,19820115,20200229,     ,                    
18018,156894,SKALVAER                                ,NO,+65:52:00,+012:11:00,   6,TG21,19540101,19800531,   22,Hans Olav Hygen                                   
18018,199556,TJOTTA                                  ,NO,+65:49:46,+012:25:32,  21,TG21,19940115,20201231,   22,Hans Olav Hygen                                   
18018,901117,TJOTTA                                  ,NO,+65:49:59,+012:26:00,  21, TG5,20111005,20200220,     ,                    
18262,199561,BOE I VESTERALEN III                    ,NO,+68:36:24,+014:26:00,   8,TG21,20021204,20201231,   22,Hans Olav Hygen                                   
18262,200590,BOE I VESTERALEN II                     ,NO,+68:37:56,+014:27:47,  12,TG21,19610701,20010629,   22,Hans Olav Hygen                                   
18262,200748,BOE I VESTERALEN                        ,NO,+68:37:13,+014:27:03,   7,TG21,19540101,19600929,   22,Hans Olav Hygen                                   
18262,200775,LITLOEY FYR                             ,NO,+68:35:36,+014:18:37,  30,TG21,19940901,20030605,   22,Hans Olav Hygen                                   
18263,199562,YTTEROEYANE FYR                         ,NO,+61:34:18,+004:40:54,  26,TG21,19840901,20201231,   22,Hans Olav Hygen                                   
18263,200640,KINN                                    ,NO,+61:33:40,+004:46:11,   9,TG21,19570101,19671030,   22,Hans Olav Hygen                                   
18263,200802,KINN                                    ,NO,+61:33:51,+004:47:26,  10,TG21,19671101,19880530,   22,Hans Olav Hygen                                   
18263,901304,YTTEROYANE LH                           ,NO,+61:34:00,+004:41:00,  25, TG5,19850226,20200229,     ,                    
18267,199294,RYGGE - HUGGENES                        ,NO,+59:23:53,+010:45:15,  35,TG21,20130213,20201231,   22,Hans Olav Hygen                                   
18267,199566,GULLHOLMEN                              ,NO,+59:26:07,+010:34:41,  14,TG21,20100601,20201231,   22,Hans Olav Hygen                                   
18267,200768,JELOEY                                  ,NO,+59:26:19,+010:35:38,  12,TG21,19600801,19900429,   22,Hans Olav Hygen                                   
18269,199300,E6 NORDNES                              ,NO,+69:35:06,+020:23:56,  18,TG21,20150414,20201231,   22,Hans Olav Hygen                                   
18269,199569,LOEKVOLLEN                              ,NO,+69:32:30,+020:33:03,  14,TG21,20180929,20201231,   22,Hans Olav Hygen                                   
18619,199575,E10 TJELDSUND BRU                       ,NO,+68:37:40,+016:34:59,  20,TG21,20150414,20201231,   22,Hans Olav Hygen                                   
18619,200831,EVENSKJER                               ,NO,+68:35:01,+016:34:09,   7,TG21,19581001,19851030,   22,Hans Olav Hygen                                   
18619,201028,EVENSKJER BAKKE                         ,NO,+68:34:58,+016:34:14,  10,TG21,19570301,19580929,   22,Hans Olav Hygen                                   
18628,199065,DRAMMEN - BERSKOG                       ,NO,+59:45:13,+010:07:25,   8,TG21,20041001,20201231,   22,Hans Olav Hygen                                   
18628,199593,MJOENDALEN - ORKIDEHOEGDA               ,NO,+59:44:59,+010:01:39,   4,TG21,20171102,20201231,   22,Hans Olav Hygen                                   
18628,200761,DRAMMEN - MARIENLYST                    ,NO,+59:44:14,+010:12:07,   3,TG21,19660501,20031030,   22,Hans Olav Hygen                                   
18287,199170,ALESUND IV                              ,NO,+62:28:13,+006:12:39,  15,TG21,20090625,20201231,   22,Hans Olav Hygen                                   
18287,199616,EMBLEM                                  ,NO,+62:25:54,+006:25:57,   1,TG21,20120804,20201231,   22,Hans Olav Hygen                                   
18287,200570,BINGSA                                  ,NO,+62:28:58,+006:23:18,  18,TG21,20120813,20171027,   22,Hans Olav Hygen                                   
18288,199141,FV310 KOTTERUD                          ,NO,+59:25:55,+010:25:18,  40,TG21,20130104,20201231,   22,Hans Olav Hygen                                   
18288,199184,TOENSBERG - TARANROED                   ,NO,+59:17:38,+010:17:54,  33,TG21,20131201,20201231,   22,Hans Olav Hygen                                   
18288,199238,RAMNES - KILE VESTRE                    ,NO,+59:22:51,+010:14:23,  39,TG21,20130206,20201231,   22,Hans Olav Hygen                                   
18288,199313,E18 GULLI NORD                          ,NO,+59:19:06,+010:22:29,  30,TG21,20130104,20201231,   22,Hans Olav Hygen                                   
18288,199359,ASGARDSTRAND                            ,NO,+59:21:23,+010:27:36,  61,TG21,20180929,20201231,   22,Hans Olav Hygen                                   
18288,199440,FV650 BORRE                             ,NO,+59:21:13,+010:22:57,  55,TG21,20130106,20201231,   22,Hans Olav Hygen                                   
18288,199622,HORTEN - SKOPPUM                        ,NO,+59:23:04,+010:23:55,  40,TG21,20180929,20201231,   22,Hans Olav Hygen                                   
18288,200935,SLAGENTANGEN                            ,NO,+59:18:42,+010:30:45,  31,TG21,19610716,19701230,   22,Hans Olav Hygen                                   
18288,200987,JARLSBERG FLYPLASS                      ,NO,+59:18:05,+010:22:02,  25,TG21,20030204,20030204,   22,Hans Olav Hygen                                   
18647,110449,KJEVIK                                  ,NO,+58:12:01,+008:04:06,  12,TG21,19460101,20201231,   22,Hans Olav Hygen                                   
18647,199624,E18 STUDEVANN                           ,NO,+58:11:58,+008:11:11,  35,TG21,20140104,20201231,   22,Hans Olav Hygen                                   
18647,901452,KRISTIANSAND/KJEVIK                     ,NO,+58:12:00,+008:05:00,  17, TG5,19820113,20200229,     ,                    
18653,109682,SOLA                                    ,NO,+58:53:03,+005:38:13,   7,TG21,19530101,20201231,   22,Hans Olav Hygen                                   
18653,134372,SANDNES - ROVIK                         ,NO,+58:51:58,+005:45:44,  19,TG21,20170124,20201231,   22,Hans Olav Hygen                                   
18653,199632,E39 FORUS                               ,NO,+58:53:03,+005:43:06,  15,TG21,20131015,20201231,   22,Hans Olav Hygen                                   
18657,199639,RV15 FOSNES                             ,NO,+61:54:28,+007:03:32,  32,TG21,20171130,20201231,   22,Hans Olav Hygen                                   
18657,200675,FLO                                     ,NO,+61:56:43,+007:01:31,  40,TG21,19830513,19880830,   22,Hans Olav Hygen                                   
18657,200862,LOEN                                    ,NO,+61:52:22,+006:51:25,  39,TG21,19710401,19880330,   22,Hans Olav Hygen                                   
18294,199650,SOERKAPPOEYA                            ,NO,+76:28:40,+016:32:56,  10,TG21,19080901,20201231,   22,Hans Olav Hygen                                   
18307,135020,MELSOM                                  ,NO,+59:13:48,+010:20:54,  26,TG21,19590401,20201231,   22,Hans Olav Hygen                                   
